item_1	item_2	item_3	item_4
{'item_ID': 'bransch|NOUN|SV_637', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B1', 'sentence_text': 'Han jobbar inom hotellbranschen.'}	{'item_ID': 'lugna|VERB|SV_731-SV_732', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'A2-B1', 'sentence_text': 'Hon försökte lugna barnet.'}	{'item_ID': 'stuga|NOUN|SV_98', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B2', 'sentence_text': 'Vi hyrde en liten stuga vid sjön för sommaren.'}	{'item_ID': 'läger|NOUN|SV_803', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B2', 'sentence_text': 'Föreningen anordnar ett idrottsläger varje sommar.'}
{'item_ID': 'viska|VERB|SV_555', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A1', 'sentence_text': 'Hon viskar.'}	{'item_ID': 'skuld|NOUN|SV_231', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag har en stor skuld.'}	{'item_ID': 'svida|VERB|SV_591', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A2', 'sentence_text': 'Mitt sår svider lite.'}	{'item_ID': 'mikrofon|NOUN|SV_622', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B1', 'sentence_text': 'Sångaren håller en mikrofon när han sjunger.'}
{'item_ID': 'stöta|VERB|SV_547', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag stötte emot en stol i mörkret.'}	{'item_ID': 'sida|NOUN|SV_28', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B2', 'sentence_text': 'Han presenterade sin sida av historien.'}	{'item_ID': 'stödja|VERB|SV_399', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'C1', 'sentence_text': 'Föreningen strävar efter att stödja lokala företag för att främja ekonomisk tillväxt i regionen.'}	{'item_ID': 'sjunka|VERB|SV_350', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A1', 'sentence_text': 'Båten sjunker.'}
{'item_ID': 'gathörn|NOUN|SV_869', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'Ett gammalt hus med vackra detaljer stod ensamt vid gathörnet.'}	{'item_ID': 'höja|VERB|SV_379', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'C1', 'sentence_text': 'Hon försökte höja kvaliteten på projektet genom att implementera nya metoder.'}	{'item_ID': 'hyra|NOUN|SV_80', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A1', 'sentence_text': 'Vad är hyran?'}	{'item_ID': 'inlåna|VERB|SV_908', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B2', 'sentence_text': 'Banken måste inlåna pengar för att kunna ge ut nya lån.'}
{'item_ID': 'vintermörker|NOUN|SV_626', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'A2', 'sentence_text': 'Vintermörkret är långt i Sverige.'}	{'item_ID': 'väska|NOUN|SV_76', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A2', 'sentence_text': 'Var är min väska?'}	{'item_ID': 'intressera|VERB|SV_196', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A2', 'sentence_text': 'Det intresserar mig.'}	{'item_ID': 'mjöl|NOUN|SV_437', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag behöver mjöl för att baka en kaka.'}
{'item_ID': 'bröllop|NOUN|SV_412', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B1', 'sentence_text': 'De ska ha ett bröllop på lördag.'}	{'item_ID': 'trottoar|NOUN|SV_297', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B1', 'sentence_text': 'Barnen lekte på trottoaren.'}	{'item_ID': 'arkivera|VERB|SV_794', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'C1', 'sentence_text': 'Det är viktigt att regelbundet arkivera digitala filer för att undvika förlust.'}	{'item_ID': 'drivmedel|NOUN|SV_668', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B2', 'sentence_text': 'Bilen behöver mer drivmedel för att köra långt.'}
{'item_ID': 'cykeltur|NOUN|SV_847', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B1', 'sentence_text': 'Vi tog en cykeltur i parken igår.'}	{'item_ID': 'promenad|NOUN|SV_89', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'C1', 'sentence_text': 'En kvällspromenad i parken är ett perfekt sätt att varva ner efter en lång dag.'}	{'item_ID': 'inlemma|VERB|SV_923', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B2', 'sentence_text': 'Det är viktigt att inlemma nya medarbetare i teamet.'}	{'item_ID': 'studielån|NOUN|SV_292', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B1', 'sentence_text': 'Många studenter tar ett studielån.'}
{'item_ID': 'förebygga|VERB|SV_751', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'A2', 'sentence_text': 'Att äta bra kan förebygga sjukdomar.'}	{'item_ID': 'leka|VERB|SV_325', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A1', 'sentence_text': 'Barnen leker.'}	{'item_ID': 'höra|VERB|SV_147', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag kan höra fåglarna sjunga utanför fönstret.'}	{'item_ID': 'trafikant|NOUN|SV_821', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'A2', 'sentence_text': 'En trafikant ska vara försiktig.'}
{'item_ID': 'eftersmak|NOUN|SV_859', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'Den bittra eftersmaken av beslutet dröjde sig kvar.'}	{'item_ID': 'äta|VERB|SV_127', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag vill äta middag nu.'}	{'item_ID': 'polisstation|NOUN|SV_461', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A2', 'sentence_text': 'Polisstationen ligger nära torget.'}	{'item_ID': 'äta|VERB|SV_125', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag äter en banan.'}
{'item_ID': 'yttrande|NOUN|SV_422', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B1', 'sentence_text': 'Hans yttrande var mycket tydligt.'}	{'item_ID': 'duga|VERB|SV_966', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'A2', 'sentence_text': 'Det duger.'}	{'item_ID': 'trafikant|NOUN|SV_822', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B1', 'sentence_text': 'Alla trafikanter måste följa reglerna i trafiken.'}	{'item_ID': 'inkarnera|VERB|SV_994', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'Den nya ledaren verkar inkarnera partiets framtidsvision.'}
{'item_ID': 'vänja|VERB|SV_736', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag måste vänja mig vid det.'}	{'item_ID': 'förutspå|VERB|SV_903', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B2', 'sentence_text': 'Experterna kan inte alltid förutspå framtiden.'}	{'item_ID': 'gästa|VERB|SV_999', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'Artisten kommer att gästa programmet ikväll.'}	{'item_ID': 'knäppa|VERB|SV_578', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B2', 'sentence_text': 'Glöm inte att knäppa jackan innan du går ut.'}
{'item_ID': 'avbeställa|VERB|SV_944', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'Vi var tvungna att avbeställa flyget i sista minuten på grund av en nödsituation.'}	{'item_ID': 'förvalta|VERB|SV_742', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B1', 'sentence_text': 'Hon måste lära sig att förvalta sina pengar klokt.'}	{'item_ID': 'avbön|NOUN|SV_813', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B2', 'sentence_text': 'Han gjorde en offentlig avbön för sina tidigare uttalanden.'}	{'item_ID': 'hantverkare|NOUN|SV_444', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'C1', 'sentence_text': 'Vi anlitade en erfaren hantverkare för att renovera köket.'}
{'item_ID': 'cykel|NOUN|SV_63', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B2', 'sentence_text': 'Jag använder min cykel för att pendla till jobbet varje dag.'}	{'item_ID': 'vinna|VERB|SV_187', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B1', 'sentence_text': 'De vill vinna matchen.'}	{'item_ID': 'varukorg|NOUN|SV_481', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag har tre äpplen i min varukorg.'}	{'item_ID': 'läderhandel|NOUN|SV_698', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B2', 'sentence_text': 'Min morfar arbetade i en läderhandel i många år.'}
{'item_ID': 'möta|VERB|SV_192', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag ska möta mina vänner vid stationen.'}	{'item_ID': 'samlingslokal|NOUN|SV_656', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'A2', 'sentence_text': 'Mötet är i samlingslokalen.'}	{'item_ID': 'miljö|NOUN|SV_207', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B1', 'sentence_text': 'Vi måste skydda vår miljö.'}	{'item_ID': 'folkdräkt|NOUN|SV_274', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'C1', 'sentence_text': 'Många bär folkdräkt på nationaldagen.'}
{'item_ID': 'måltidssång|NOUN|SV_496', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A2', 'sentence_text': 'De sjöng en måltidssång.'}	{'item_ID': 'sprida|VERB|SV_507', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B1', 'sentence_text': 'Blommorna sprider en god doft i rummet.'}	{'item_ID': 'konstatera|VERB|SV_368', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B2', 'sentence_text': 'Polisen kunde konstatera att inget brott hade begåtts.'}	{'item_ID': 'höststorm|NOUN|SV_285', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A1', 'sentence_text': 'Det är en höststorm.'}
{'item_ID': 'förälder|NOUN|SV_12', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B1', 'sentence_text': 'En förälder älskar sina barn.'}	{'item_ID': 'filma|VERB|SV_597', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B1', 'sentence_text': 'Vi ska filma en kort dokumentär till projektet.'}	{'item_ID': 'markera|VERB|SV_527', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B1', 'sentence_text': 'Kan du markera de viktigaste delarna?'}	{'item_ID': 'förälder|NOUN|SV_11', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A2', 'sentence_text': 'Min förälder hjälper mig.'}
{'item_ID': 'sprida|VERB|SV_506', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag sprider smör på brödet.'}	{'item_ID': 'polisstation|NOUN|SV_463', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B2', 'sentence_text': 'Den nya polisstationen ligger nära centrum.'}	{'item_ID': 'rykta|VERB|SV_766', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag måste rykta hästen.'}	{'item_ID': 'älg|NOUN|SV_217', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag såg en stor älg vid sjön igår.'}
{'item_ID': 'husesyn|NOUN|SV_879', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'Hyresvärden gjorde en husesyn innan de nya hyresgästerna flyttade in.'}	{'item_ID': 'utbilda|VERB|SV_364', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'C1', 'sentence_text': 'Universitetet har som mål att utbilda nästa generations forskare.'}	{'item_ID': 'minut|NOUN|SV_200', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A1', 'sentence_text': 'Vänta en minut.'}	{'item_ID': 'undra|VERB|SV_316', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag undrar vad klockan är.'}
{'item_ID': 'leka|VERB|SV_327', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B1', 'sentence_text': 'Barnen leker i parken varje dag.'}	{'item_ID': 'möta|VERB|SV_190', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag möter en vän.'}	{'item_ID': 'bota|VERB|SV_565', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A1', 'sentence_text': 'Doktorn kan bota mig.'}	{'item_ID': 'betala|VERB|SV_177', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag betalar räkningen idag.'}
{'item_ID': 'rita|VERB|SV_551', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag ritar en blomma.'}	{'item_ID': 'styrka|VERB|SV_918', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B2', 'sentence_text': 'Hon tränade för att styrka sina muskler.'}	{'item_ID': 'trottoar|NOUN|SV_298', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B2', 'sentence_text': 'Vi gick på trottoaren bredvid den livliga gatan.'}	{'item_ID': 'förekomst|NOUN|SV_489', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'C1', 'sentence_text': 'Man har noterat en ökad förekomst av allergier hos barn.'}
{'item_ID': 'imperialism|NOUN|SV_873', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B2', 'sentence_text': 'Imperialism var en viktig del av 1800-talets politik.'}	{'item_ID': 'motorcykel|NOUN|SV_240', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag har en motorcykel.'}	{'item_ID': 'miljö|NOUN|SV_208', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B2', 'sentence_text': 'Jag letar efter en lugn och kreativ miljö att jobba i.'}	{'item_ID': 'sjunka|VERB|SV_351', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A2', 'sentence_text': 'Båten sjunker i vattnet.'}
{'item_ID': 'gnugga|VERB|SV_989', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'Han fick gnugga sina kunskaper ordentligt inför den svåra tentan.'}	{'item_ID': 'älg|NOUN|SV_216', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A2', 'sentence_text': 'Älgen är ett stort djur.'}	{'item_ID': 'bröllop|NOUN|SV_411', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A2', 'sentence_text': 'Vi ska gå på ett bröllop nästa månad.'}	{'item_ID': 'lära|VERB|SV_345', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag vill lära mig svenska.'}
{'item_ID': 'vänja|VERB|SV_737', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B1', 'sentence_text': 'Det tar tid att vänja sig vid det nya jobbet.'}	{'item_ID': 'vänja|VERB|SV_738', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B2', 'sentence_text': 'Det tar tid att vänja sig vid ett nytt land.'}	{'item_ID': 'orka|VERB|SV_336-SV_337', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A2-B1', 'sentence_text': 'Jag orkar inte bära den tunga väskan.'}	{'item_ID': 'betala|VERB|SV_178', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B2', 'sentence_text': 'Vi måste betala hyran före den femte varje månad.'}
{'item_ID': 'betala|VERB|SV_179', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'C1', 'sentence_text': 'Det är viktigt att betala sina skulder i tid för att undvika problem.'}	{'item_ID': 'tyngd|NOUN|SV_809', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'Tyngden i hennes ord var obestridlig.'}	{'item_ID': 'höja|VERB|SV_375', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag höjer handen.'}	{'item_ID': 'mikrofon|NOUN|SV_620', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag har en mikrofon.'}
{'item_ID': 'separera|VERB|SV_933', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B2', 'sentence_text': 'De bestämde sig för att separera efter tio år.'}	{'item_ID': 'hinna|VERB|SV_312', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag hinner inte svara på mejlet idag.'}	{'item_ID': 'benämna|VERB|SV_953', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B2', 'sentence_text': 'Vi måste hitta ett bra ord för att benämna den här nya tekniken.'}	{'item_ID': 'motorcykel|NOUN|SV_244', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'C1', 'sentence_text': 'Efter många års sparande kunde hon äntligen köpa sin drömmotorcykel.'}
{'item_ID': 'sida|NOUN|SV_25', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A1', 'sentence_text': 'Boken har många sidor.'}	{'item_ID': 'gathörn|NOUN|SV_868', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B2', 'sentence_text': 'Vi möttes vid gathörnet klockan sju.'}	{'item_ID': 'varelse|NOUN|SV_452', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B1', 'sentence_text': 'Det finns många olika varelser i havet.'}	{'item_ID': 'måltidssång|NOUN|SV_499', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'C1', 'sentence_text': 'Barnen sjöng en glad måltidssång innan de började äta.'}
{'item_ID': 'arkivera|VERB|SV_792', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B1', 'sentence_text': 'Vi måste arkivera alla gamla papper.'}	{'item_ID': 'se|VERB|SV_118', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B2', 'sentence_text': 'Hon såg glad ut när hon fick presenten.'}	{'item_ID': 'kokpunkt|NOUN|SV_434', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'C1', 'sentence_text': 'Vattnets kokpunkt är 100 grader Celsius.'}	{'item_ID': 'läger|NOUN|SV_802', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B1', 'sentence_text': 'Barnen åkte på sommar**läger** i juli.'}
{'item_ID': 'föremål|NOUN|SV_236', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A2', 'sentence_text': 'Det är ett litet föremål.'}	{'item_ID': 'snobb|NOUN|SV_474', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'C1', 'sentence_text': 'Med sin överlägsna attityd framstod han ofta som en riktig snobb.'}	{'item_ID': 'studielån|NOUN|SV_293', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B2', 'sentence_text': 'Hon betalar tillbaka sitt studielån varje månad.'}	{'item_ID': 'betala|VERB|SV_176', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag måste betala för kaffet.'}
{'item_ID': 'fly|VERB|SV_519', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'C1', 'sentence_text': 'Många människor tvingades fly från sina hem under kriget.'}	{'item_ID': 'förebygga|VERB|SV_753', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B2', 'sentence_text': 'Motion kan förebygga många sjukdomar.'}	{'item_ID': 'flytta|VERB|SV_160', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag flyttar min stol.'}	{'item_ID': 'förödmjuka|VERB|SV_748', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B2', 'sentence_text': 'Man ska aldrig förödmjuka andra människor.'}
