item_1	item_2	item_3	item_4
{'item_ID': 'återkomma|VERB|SV_372', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag ska återkomma med mer information.'}	{'item_ID': 'skala|VERB|SV_532', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag måste skala potatisen.'}	{'item_ID': 'fly|VERB|SV_515', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A1', 'sentence_text': 'Fågeln kan flyga.'}	{'item_ID': 'betala|VERB|SV_179', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'C1', 'sentence_text': 'Det är viktigt att betala sina skulder i tid för att undvika problem.'}
{'item_ID': 'skola|VERB|SV_101', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A2', 'sentence_text': 'Vi måste skola hunden.'}	{'item_ID': 'avstyra|VERB|SV_787', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B1', 'sentence_text': 'De försökte avstyra bråket.'}	{'item_ID': 'duga|VERB|SV_969', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'En enkel förklaring duger inte i det här sammanhanget.'}	{'item_ID': 'leka|VERB|SV_327', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B1', 'sentence_text': 'Barnen leker i parken varje dag.'}
{'item_ID': 'rita|VERB|SV_554', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'C1', 'sentence_text': 'För att förstå komplexiteten i systemet bad vi ingenjören att rita upp en schematisk bild.'}	{'item_ID': 'avläsa|VERB|SV_947', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B1', 'sentence_text': 'Han kunde avläsa siffrorna på mätaren.'}	{'item_ID': 'skola|VERB|SV_104', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'C1', 'sentence_text': 'Det är avgörande att regeringen skola agera snabbt i den här frågan.'}	{'item_ID': 'förvirra|VERB|SV_538', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B2', 'sentence_text': 'Hans snabba tal kan förvirra nya elever.'}
{'item_ID': 'duga|VERB|SV_965', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'A1', 'sentence_text': 'Maten duger.'}	{'item_ID': 'förgäta|VERB|SV_979', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'Man får aldrig förgäta sin historia.'}	{'item_ID': 'filma|VERB|SV_596', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A2', 'sentence_text': 'De ska filma filmen i sommar.'}	{'item_ID': 'fördöma|VERB|SV_759', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'C1', 'sentence_text': 'Många länder fördömer starkt agerandet.'}
{'item_ID': 'blomma|VERB|SV_705', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'A1', 'sentence_text': 'Rosorna blommar på sommaren.'}	{'item_ID': 'filma|VERB|SV_598', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B2', 'sentence_text': 'Vi ska filma en kort dokumentär om staden.'}	{'item_ID': 'besvara|VERB|SV_724', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'C1', 'sentence_text': 'Ministern lovade att besvara alla frågor från pressen efter mötet.'}	{'item_ID': 'översätta|VERB|SV_501', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A2', 'sentence_text': 'Kan du översätta den här meningen?'}
{'item_ID': 'avgöra|VERB|SV_702', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B1', 'sentence_text': 'Vi måste avgöra vilket alternativ som är bäst.'}	{'item_ID': 'attackera|VERB|SV_571', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A2', 'sentence_text': 'Hunden attackerade bollen.'}	{'item_ID': 'duga|VERB|SV_966', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'A2', 'sentence_text': 'Det duger.'}	{'item_ID': 'inträda|VERB|SV_774', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'C1', 'sentence_text': 'Den nya lagen kommer att inträda i kraft den första maj.'}
{'item_ID': 'resa|VERB|SV_173', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B2', 'sentence_text': 'Jag vill resa till ett varmt land i vinter.'}	{'item_ID': 'attackera|VERB|SV_573', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B2', 'sentence_text': 'Vargen började attackera sitt byte.'}	{'item_ID': 'förutspå|VERB|SV_903', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B2', 'sentence_text': 'Experterna kan inte alltid förutspå framtiden.'}	{'item_ID': 'höja|VERB|SV_377', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B1', 'sentence_text': 'De vill höja priserna på mat.'}
{'item_ID': 'svepa|VERB|SV_939', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'Hon svepte blicken över den stora folkmassan.'}	{'item_ID': 'konstatera|VERB|SV_367', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag kan konstatera att det regnar ute.'}	{'item_ID': 'besvara|VERB|SV_723', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B2', 'sentence_text': 'Lärarna kommer att besvara era frågor efter presentationen.'}	{'item_ID': 'rykta|VERB|SV_767', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag ryktar hästen varje morgon.'}
{'item_ID': 'benämna|VERB|SV_953', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B2', 'sentence_text': 'Vi måste hitta ett bra ord för att benämna den här nya tekniken.'}	{'item_ID': 'tacka|VERB|SV_359', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'C1', 'sentence_text': 'Efter en lång och framgångsrik karriär bestämde sig VD:n för att tacka för sig.'}	{'item_ID': 'förhöja|VERB|SV_972', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B1', 'sentence_text': 'God mat och musik kan förhöja festens stämning.'}	{'item_ID': 'svepa|VERB|SV_936', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'A2', 'sentence_text': 'Hon svepte in presenten.'}
{'item_ID': 'åtskilja|VERB|SV_913', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B2', 'sentence_text': 'Vi måste åtskilja soporna i olika behållare.'}	{'item_ID': 'förhöja|VERB|SV_974', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'Evenemanget syftar till att förhöja stadens kulturella profil.'}	{'item_ID': 'intressera|VERB|SV_195', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A1', 'sentence_text': 'Musik intresserar mig.'}	{'item_ID': 'darra|VERB|SV_711', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'A2', 'sentence_text': 'Mina händer darrar lite.'}
{'item_ID': 'inlemma|VERB|SV_922', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B1', 'sentence_text': 'Hon ville inlemma alla sina nya idéer i planen.'}	{'item_ID': 'vara|VERB|SV_108', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B2', 'sentence_text': 'Han vill vara läkare.'}	{'item_ID': 'viska|VERB|SV_555', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A1', 'sentence_text': 'Hon viskar.'}	{'item_ID': 'vänta|VERB|SV_155', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag väntar på bussen.'}
{'item_ID': 'stöta|VERB|SV_547', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag stötte emot en stol i mörkret.'}	{'item_ID': 'sluta|VERB|SV_168', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B2', 'sentence_text': 'De måste sluta röka för sin hälsa.'}	{'item_ID': 'äta|VERB|SV_125', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag äter en banan.'}	{'item_ID': 'motionera|VERB|SV_387', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B1', 'sentence_text': 'Det är viktigt att motionera regelbundet.'}
{'item_ID': 'försöka|VERB|SV_142', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag ska försöka komma i tid till mötet.'}	{'item_ID': 'köpa|VERB|SV_133', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B2', 'sentence_text': 'Hon planerar att köpa en större lägenhet nästa år.'}	{'item_ID': 'sälja|VERB|SV_181', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag vill sälja min gamla bil.'}	{'item_ID': 'avleda|VERB|SV_798', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B2', 'sentence_text': 'Han försökte avleda diskussionen till ett annat ämne.'}
{'item_ID': 'dingla|VERB|SV_964', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'Barnens ben fick dingla fritt från bryggan.'}	{'item_ID': 'se|VERB|SV_115', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag ser en katt.'}	{'item_ID': 'förutspå|VERB|SV_902', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B1', 'sentence_text': 'Väderexperten kan förutspå vädret för nästa vecka.'}	{'item_ID': 'förslå|VERB|SV_984', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'Maträtterna förslår inte för alla gäster.'}
{'item_ID': 'blomma|VERB|SV_706', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'A2', 'sentence_text': 'Rosorna kommer snart att blomma.'}	{'item_ID': 'förvalta|VERB|SV_743', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B2', 'sentence_text': 'Det är viktigt att förvalta sina pengar väl.'}	{'item_ID': 'forma|VERB|SV_521', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag formar leran.'}	{'item_ID': 'rita|VERB|SV_551', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag ritar en blomma.'}
{'item_ID': 'invandra|VERB|SV_589', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'C1', 'sentence_text': 'Många människor väljer att invandra till Sverige för att söka ett bättre liv.'}	{'item_ID': 'filma|VERB|SV_595', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag filmar med min telefon.'}	{'item_ID': 'vänja|VERB|SV_736', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag måste vänja mig vid det.'}	{'item_ID': 'sälja|VERB|SV_184', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'C1', 'sentence_text': 'Företaget planerade att sälja av en del av sina tillgångar för att finansiera den nya expansionen.'}
{'item_ID': 'avskaffa|VERB|SV_394', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'C1', 'sentence_text': 'Regeringen föreslog att avskaffa den kontroversiella skatten.'}	{'item_ID': 'flytta|VERB|SV_162', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B1', 'sentence_text': 'Vi ska flytta nästa månad.'}	{'item_ID': 'markera|VERB|SV_528', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B2', 'sentence_text': 'Hon ville markera vikten av att vara i tid.'}	{'item_ID': 'höja|VERB|SV_375', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag höjer handen.'}
{'item_ID': 'fly|VERB|SV_518', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B2', 'sentence_text': 'De var tvungna att fly från kriget.'}	{'item_ID': 'avskaffa|VERB|SV_393', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B2', 'sentence_text': 'Regeringen beslutade att avskaffa den gamla lagen.'}	{'item_ID': 'sälja|VERB|SV_180', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag säljer en bil.'}	{'item_ID': 'förebygga|VERB|SV_753', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B2', 'sentence_text': 'Motion kan förebygga många sjukdomar.'}
{'item_ID': 'cykla|VERB|SV_341', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag gillar att cykla på sommaren.'}	{'item_ID': 'sjunka|VERB|SV_353', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B2', 'sentence_text': 'Priserna på bostäder har börjat sjunka.'}	{'item_ID': 'försöka|VERB|SV_140-SV_141', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A1-A2', 'sentence_text': 'Jag försöker lära mig svenska.'}	{'item_ID': 'titta|VERB|SV_137', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B1', 'sentence_text': 'Vi kan titta på den nya filmen ikväll.'}
{'item_ID': 'cykla|VERB|SV_342', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag cyklar till parken på lördagar.'}	{'item_ID': 'rita|VERB|SV_552', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B1', 'sentence_text': 'Hon gillar att rita bilder.'}	{'item_ID': 'attackera|VERB|SV_574', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'C1', 'sentence_text': 'Hon valde att attackera problemet från en ny vinkel.'}	{'item_ID': 'darra|VERB|SV_712', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B1', 'sentence_text': 'Han började darra när han kände kylan.'}
{'item_ID': 'vänta|VERB|SV_159', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'C1', 'sentence_text': 'De beslutade att vänta med projektet tills finansieringen var säkrad.'}	{'item_ID': 'tvinga|VERB|SV_301', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A2', 'sentence_text': 'De tvingade honom att stanna.'}	{'item_ID': 'äta|VERB|SV_127', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag vill äta middag nu.'}	{'item_ID': 'hinna|VERB|SV_313', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B2', 'sentence_text': 'Vi måste skynda oss för att hinna med tåget.'}
{'item_ID': 'motionera|VERB|SV_385', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag motionerar varje dag.'}	{'item_ID': 'sluta|VERB|SV_169', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'C1', 'sentence_text': 'De kom överens om att sluta samarbetet efter oenigheter.'}	{'item_ID': 'titta|VERB|SV_139', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'C1', 'sentence_text': 'Forskarna kommer att titta närmare på de nya resultaten.'}	{'item_ID': 'stöta|VERB|SV_546', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag stötte på min lärare i affären.'}
{'item_ID': 'sitta|VERB|SV_122', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B1', 'sentence_text': 'De sitter på caféet och dricker kaffe.'}	{'item_ID': 'önska|VERB|SV_333', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B2', 'sentence_text': 'Vi önskar er en trevlig resa.'}	{'item_ID': 'intressera|VERB|SV_196', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A2', 'sentence_text': 'Det intresserar mig.'}	{'item_ID': 'fördöma|VERB|SV_758', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B2', 'sentence_text': 'Många fördömer våld i samhället.'}
{'item_ID': 'resa|VERB|SV_171', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag ska resa till Spanien i sommar.'}	{'item_ID': 'darra|VERB|SV_714', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'C1', 'sentence_text': 'Hon kunde inte undgå att darra när hon fick beskedet om olyckan.'}	{'item_ID': 'tacka|VERB|SV_358', 'word_level_CEFRLex': 'A2', 'sentence_level_generated': 'B2', 'sentence_text': 'Jag måste tacka min kollega för den goda idén.'}	{'item_ID': 'markera|VERB|SV_527', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B1', 'sentence_text': 'Kan du markera de viktigaste delarna?'}
{'item_ID': 'sälja|VERB|SV_183', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B2', 'sentence_text': 'Hon ska sälja sin gamla bil.'}	{'item_ID': 'intressera|VERB|SV_198', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B2', 'sentence_text': 'Jag hoppas att filmen kommer att intressera dig.'}	{'item_ID': 'duga|VERB|SV_968', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B2', 'sentence_text': 'Jag tror inte att den här lösningen duger i längden.'}	{'item_ID': 'titta|VERB|SV_136', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag tittar på TV.'}
{'item_ID': 'duga|VERB|SV_967', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B1', 'sentence_text': 'Det här duger bra.'}	{'item_ID': 'klassa|VERB|SV_929', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'Experterna klassade renoveringen som mycket lyckad.'}	{'item_ID': 'inlåna|VERB|SV_909', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'C1', 'sentence_text': 'Banken beslutade att inlåna mer kapital från sina sparare.'}	{'item_ID': 'misslyckas|VERB|SV_777', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag vill inte misslyckas med provet.'}
{'item_ID': 'resa|VERB|SV_172', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag vill resa till Spanien i sommar.'}	{'item_ID': 'se|VERB|SV_116', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag ser en fågel i trädgården.'}	{'item_ID': 'viska|VERB|SV_556', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A2', 'sentence_text': 'Han viskade en hemlighet till sin vän.'}	{'item_ID': 'vänja|VERB|SV_735', 'word_level_CEFRLex': 'B2', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag vänjer mig vid det.'}
{'item_ID': 'köpa|VERB|SV_134', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'C1', 'sentence_text': 'Många experter vägrar köpa regeringens argument om effekterna av de nya reformerna.'}	{'item_ID': 'möta|VERB|SV_192', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B1', 'sentence_text': 'Jag ska möta mina vänner vid stationen.'}	{'item_ID': 'äta|VERB|SV_129', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'C1', 'sentence_text': 'Att äta en balanserad kost är avgörande för att bibehålla god hälsa på lång sikt.'}	{'item_ID': 'värma|VERB|SV_544', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'C1', 'sentence_text': 'Att värma sig vid elden var en välkommen lättnad efter den kalla dagen.'}
{'item_ID': 'skola|VERB|SV_103', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B2', 'sentence_text': 'Företaget skolar sina anställda i nya tekniker.'}	{'item_ID': 'åtskilja|VERB|SV_912', 'word_level_CEFRLex': 'C1', 'sentence_level_generated': 'B1', 'sentence_text': 'Väggen åtskiljer köket från vardagsrummet.'}	{'item_ID': 'intressera|VERB|SV_199', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'C1', 'sentence_text': 'Det skulle intressera mig att höra mer om dina framtidsplaner.'}	{'item_ID': 'vinna|VERB|SV_187', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B1', 'sentence_text': 'De vill vinna matchen.'}
{'item_ID': 'sprida|VERB|SV_507', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'B1', 'sentence_text': 'Blommorna sprider en god doft i rummet.'}	{'item_ID': 'sprida|VERB|SV_506', 'word_level_CEFRLex': 'B1', 'sentence_level_generated': 'A2', 'sentence_text': 'Jag sprider smör på brödet.'}	{'item_ID': 'äta|VERB|SV_128', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'B2', 'sentence_text': 'Det är viktigt att äta en balanserad kost för att må bra.'}	{'item_ID': 'flytta|VERB|SV_160', 'word_level_CEFRLex': 'A1', 'sentence_level_generated': 'A1', 'sentence_text': 'Jag flyttar min stol.'}
