word_entry	word_level_CEFRLex	sentence_level_generated	sentence_ID	sentence_text
marisco|NOUN	A1	B2	ES_88	Me gusta comer marisco fresco en los restaurantes de la costa.
marisco|NOUN	A1	C1	ES_89	Prepararon una paella de marisco para la cena.
científico|NOUN	A1	A1	ES_90	Él es un científico.
científico|NOUN	A1	A2	ES_91	El científico trabaja en el laboratorio.
científico|NOUN	A1	B1	ES_92	El científico trabaja en un laboratorio.
científico|NOUN	A1	B2	ES_93	El científico presentó su investigación en la conferencia.
científico|NOUN	A1	C1	ES_94	La comunidad científica celebró el avance en la investigación.
garaje|NOUN	A1	A1	ES_95	El coche está en el garaje.
garaje|NOUN	A1	A2	ES_96	Mi coche está en el garaje.
garaje|NOUN	A1	B1	ES_97	Necesitamos limpiar el garaje este fin de semana.
garaje|NOUN	A1	B2	ES_98	Guardamos el coche en el garaje.
garaje|NOUN	A1	C1	ES_99	La comunidad de vecinos decidió ampliar el garaje subterráneo para más vehículos.
querer|VERB	A1	A1	ES_100	Yo quiero agua.
querer|VERB	A1	A2	ES_101	Quiero un café, por favor.
querer|VERB	A1	B1	ES_102	Quiero beber agua.
querer|VERB	A1	B2	ES_103	Ella quiere aprender más sobre la historia de España.
querer|VERB	A1	C1	ES_104	Quisiera que todos pudiéramos llegar a un acuerdo sobre este asunto tan complejo.
creer|VERB	A1	A1	ES_105	Yo creo que sí.
creer|VERB	A1	A2	ES_106	Yo creo que es una buena idea.
creer|VERB	A1	B1	ES_107	Yo creo que es una buena idea.
creer|VERB	A1	B2	ES_108	Ellos creen que la nueva ley ayudará a todos.
creer|VERB	A1	C1	ES_109	Siempre he creído en la importancia de la educación para el desarrollo personal.
pedir|VERB	A1	A1	ES_110	Yo pido agua.
pedir|VERB	A1	A2	ES_111	Ella pide un vaso de agua.
pedir|VERB	A1	B1	ES_112	Quiero pedir una ensalada en el restaurante.
pedir|VERB	A1	B2	ES_113	Ella pidió un café con leche en la cafetería.
pedir|VERB	A1	C1	ES_114	Tuvo que pedir disculpas por su comportamiento inapropiado durante la reunión.
necesitar|VERB	A1	A1	ES_115	Yo necesito agua.
necesitar|VERB	A1	A2	ES_116	Nosotros necesitamos comer.
necesitar|VERB	A1	B1	ES_117	Necesitas estudiar para el examen de mañana.
necesitar|VERB	A1	B2	ES_118	Necesitamos discutir la propuesta antes de tomar una decisión final.
necesitar|VERB	A1	C1	ES_119	A veces, la mente humana necesita un descanso profundo para procesar la información compleja.
servir|VERB	A1	A1	ES_120	Él sirve el café.
servir|VERB	A1	A2	ES_121	Ella sirve la comida en el restaurante.
servir|VERB	A1	B1	ES_122	El camarero nos sirvió la cena.
servir|VERB	A1	B2	ES_123	Necesitamos encontrar una solución que sirva a todos.
servir|VERB	A1	C1	ES_124	Aunque la reunión fue tensa, sirvió para aclarar varios puntos importantes.
encantar|VERB	A1	A1	ES_125	Me encanta el chocolate.
encantar|VERB	A1	A2	ES_126	Me encanta la música.
encantar|VERB	A1	B1	ES_127	Me encanta pasar tiempo con mis amigos.
encantar|VERB	A1	B2	ES_128	A ellos les encanta viajar por el mundo y conocer nuevas culturas.
encantar|VERB	A1	C1	ES_129	Me encanta cómo su arte contemporáneo desafía las percepciones tradicionales.
elegir|VERB	A1	A1	ES_130	Yo quiero elegir un postre.
elegir|VERB	A1	A2	ES_131	Tenemos que elegir un día.
elegir|VERB	A1	B1	ES_132	Vamos a elegir una película esta noche.
elegir|VERB	A1	B2	ES_133	Ella tuvo que elegir entre dos opciones para su carrera.
elegir|VERB	A1	C1	ES_134	Aunque tenía muchas opciones, decidió elegir el camino menos transitado para su proyecto.
tocar|VERB	A1	A1	ES_135	Él toca la guitarra.
tocar|VERB	A1	A2	ES_136	Él toca el piano.
tocar|VERB	A1	B1	ES_137	Ella toca la guitarra en una banda.
tocar|VERB	A1	B2	ES_138	Ella sabe tocar la guitarra muy bien.
tocar|VERB	A1	C1	ES_139	Nos toca abordar los desafíos con una perspectiva innovadora.
construir|VERB	A1	A1	ES_140	Vamos a construir una casa.
construir|VERB	A1	A2	ES_141	Ellos quieren construir una casa.
construir|VERB	A1	B1	ES_142	Vamos a construir un puente nuevo en la ciudad.
construir|VERB	A1	B2	ES_143	Ellos quieren construir una casa nueva en el campo.
construir|VERB	A1	C1	ES_144	Es fundamental construir puentes de diálogo entre diferentes culturas para fomentar el entendimiento mutuo.
comenzar|VERB	A1	A1	ES_145	La clase va a comenzar.
comenzar|VERB	A1	A2	ES_146	La clase va a comenzar pronto.
comenzar|VERB	A1	B1	ES_147	Mañana vamos a comenzar las clases de español.
comenzar|VERB	A1	B2	ES_148	Los estudiantes deben comenzar a estudiar para el examen con suficiente antelación.
comenzar|VERB	A1	C1	ES_149	Es hora de comenzar a abordar las complejidades del problema desde una nueva perspectiva.
proponer|VERB	A1	A1	ES_150	Yo propongo ir al parque.
proponer|VERB	A1	A2	ES_151	¿Qué propones para la cena?
proponer|VERB	A1	B1	ES_152	Quiero proponer una nueva idea para el proyecto.
proponer|VERB	A1	B2	ES_153	Podemos proponer un nuevo plan para el proyecto.
proponer|VERB	A1	C1	ES_154	El comité decidió proponer nuevas ideas para mejorar el proyecto.
continuar|VERB	A1	A1	ES_155	Vamos a continuar la lección.
continuar|VERB	A1	A2	ES_156	Ellos quieren continuar el juego.
continuar|VERB	A1	B1	ES_157	Ella quiere continuar sus estudios.
continuar|VERB	A1	B2	ES_158	Es importante continuar practicando para mejorar.
continuar|VERB	A1	C1	ES_159	Es esencial continuar trabajando en este proyecto a pesar de los desafíos.
abandonar|VERB	A1	A1	ES_160	Ella no quiere abandonar su perro.
abandonar|VERB	A1	A2	ES_161	Ella va a abandonar el trabajo.
abandonar|VERB	A1	B1	ES_162	Ellos decidieron abandonar la ciudad.
abandonar|VERB	A1	B2	ES_163	Ella decidió abandonar sus estudios para viajar por el mundo.
abandonar|VERB	A1	C1	ES_164	El gobierno prometió no abandonar los planes de desarrollo urbano.
reunir|VERB	A1	A1	ES_165	Yo reúno mis cosas.
reunir|VERB	A1	A2	ES_166	La familia se reúne para cenar cada domingo.
reunir|VERB	A1	B1	ES_167	Nos vamos a reunir mañana en el parque.
reunir|VERB	A1	B2	ES_168	Para el proyecto, debemos reunir mucha información.
reunir|VERB	A1	C1	ES_169	La exposición busca reunir obras de arte de distintos períodos.
complicar|VERB	A1	A1	ES_170	N/A
complicar|VERB	A1	A2	ES_171	No quiero complicar el problema.
complicar|VERB	A1	B1	ES_172	No quiero complicar las cosas.
complicar|VERB	A1	B2	ES_173	La situación se puede complicar si no actuamos pronto.
complicar|VERB	A1	C1	ES_174	Las nuevas regulaciones podrían complicar la implementación del proyecto.
gritar|VERB	A1	A1	ES_175	El niño grita.
gritar|VERB	A1	A2	ES_176	El niño empezó a gritar.
gritar|VERB	A1	B1	ES_177	El niño empezó a gritar de alegría.
gritar|VERB	A1	B2	ES_178	La multitud empezó a gritar cuando vieron al famoso actor.
gritar|VERB	A1	C1	ES_179	Aunque se sentía furiosa, decidió no gritar para mantener la compostura.
publicar|VERB	A1	A1	ES_180	Yo publico una foto.
publicar|VERB	A1	A2	ES_181	Ella quiere publicar un libro.
publicar|VERB	A1	B1	ES_182	El periódico va a publicar un artículo interesante mañana.
publicar|VERB	A1	B2	ES_183	La editorial va a publicar su novela el próximo mes.
publicar|VERB	A1	C1	ES_184	La editorial decidió publicar su novela después de varias revisiones exhaustivas.
acostumbrar|VERB	A1	A1	ES_185	N/A
acostumbrar|VERB	A1	A2	ES_186	Ella se acostumbra a la nueva casa.
acostumbrar|VERB	A1	B1	ES_187	Me estoy acostumbrando a la comida picante.
acostumbrar|VERB	A1	B2	ES_188	Me acostumbré a levantarme temprano para trabajar.
acostumbrar|VERB	A1	C1	ES_189	A veces cuesta acostumbrarse a una nueva rutina de trabajo.
resolver|VERB	A1	A1	ES_190	Ella puede resolver la tarea.
resolver|VERB	A1	A2	ES_191	Ella necesita resolver el problema.
resolver|VERB	A1	B1	ES_192	Necesito resolver este problema antes de mañana.
resolver|VERB	A1	B2	ES_193	Espero que podamos resolver este asunto pronto.
resolver|VERB	A1	C1	ES_194	La comunidad espera que las autoridades puedan resolver los problemas de infraestructura urgentemente.
picar|VERB	A1	A1	ES_195	Me pica un mosquito.
picar|VERB	A1	A2	ES_196	El mosquito me picó en el brazo.
picar|VERB	A1	B1	ES_197	Nos gusta picar algo antes de la cena.
picar|VERB	A1	B2	ES_198	Solemos picar algo ligero antes de la cena.
picar|VERB	A1	C1	ES_199	La exposición logró picar la curiosidad de muchos visitantes.
remedio|NOUN	A2	A1	ES_200	Este es un buen remedio para el dolor.
remedio|NOUN	A2	A2	ES_201	Tengo un remedio para la tos.
remedio|NOUN	A2	B1	ES_202	Busco un remedio para mi dolor de garganta.
remedio|NOUN	A2	B2	ES_203	Necesitamos encontrar un remedio para este problema.
remedio|NOUN	A2	C1	ES_204	Era consciente de que su situación no tenía remedio, pero aun así luchó.
sueldo|NOUN	A2	A1	ES_205	Mi sueldo es bajo.
sueldo|NOUN	A2	A2	ES_206	Mi hermano recibe su sueldo hoy.
sueldo|NOUN	A2	B1	ES_207	Mi sueldo me permite vivir bien.
sueldo|NOUN	A2	B2	ES_208	Mi sueldo no es muy alto este mes.
sueldo|NOUN	A2	C1	ES_209	Su sueldo le permite vivir cómodamente en la ciudad.
reino|NOUN	A2	A1	ES_210	N/A
reino|NOUN	A2	A2	ES_211	El rey vive en su reino.
reino|NOUN	A2	B1	ES_212	El rey gobernó su reino con justicia.
reino|NOUN	A2	B2	ES_213	El rey gobernó el reino con justicia y sabiduría.
reino|NOUN	A2	C1	ES_214	La historia del reino ha sido marcada por numerosas guerras y alianzas estratégicas.
miel|NOUN	A2	A1	ES_215	Me gusta la miel.
miel|NOUN	A2	A2	ES_216	Me gusta la miel en mi té.
miel|NOUN	A2	B1	ES_217	Me gusta poner miel en mi tostada.
miel|NOUN	A2	B2	ES_218	La miel es un endulzante natural que muchos usan en su té.
miel|NOUN	A2	C1	ES_219	El sabor dulce de la miel realza el postre de frutas.
archivo|NOUN	A2	A1	ES_220	Tengo un archivo en mi computadora.
archivo|NOUN	A2	A2	ES_221	El documento está en el archivo.
archivo|NOUN	A2	B1	ES_222	Necesito abrir el archivo para ver la información.
archivo|NOUN	A2	B2	ES_223	Guarda el archivo en la carpeta correcta.
archivo|NOUN	A2	C1	ES_224	La investigación requirió una exhaustiva revisión de los archivos gubernamentales.
bolero|NOUN	A2	A1	ES_225	N/A
bolero|NOUN	A2	A2	ES_226	Me gusta escuchar un bolero.
bolero|NOUN	A2	B1	ES_227	A mi abuela le gusta escuchar boleros.
bolero|NOUN	A2	B2	ES_228	Me encanta escuchar boleros cuando estoy triste.
bolero|NOUN	A2	C1	ES_229	El cantante interpretó un bolero clásico que emocionó a toda la audiencia.
retiro|NOUN	A2	A1	ES_230	Quiero hacer un retiro en el banco.
retiro|NOUN	A2	A2	ES_231	Mi abuelo disfrutó mucho su retiro.
retiro|NOUN	A2	B1	ES_232	Mi abuelo celebró su retiro el mes pasado.
retiro|NOUN	A2	B2	ES_233	Mi abuelo disfrutó mucho su retiro después de tantos años de trabajo.
retiro|NOUN	A2	C1	ES_234	Después de años de dedicación, mi padre disfrutará de su merecido retiro.
humano|NOUN	A2	A1	ES_235	Somos humanos.
humano|NOUN	A2	A2	ES_236	Todo humano necesita dormir.
humano|NOUN	A2	B1	ES_237	Cada humano tiene sus propias ideas.
humano|NOUN	A2	B2	ES_238	Cada humano tiene sus propias ideas.
humano|NOUN	A2	C1	ES_239	El humano tiene una inherente necesidad de conexión.
contradicción|NOUN	A2	A1	ES_240	N/A
contradicción|NOUN	A2	A2	ES_241	N/A
contradicción|NOUN	A2	B1	ES_242	Hay una contradicción en sus palabras.
contradicción|NOUN	A2	B2	ES_243	Su declaración está llena de contradicciones.
contradicción|NOUN	A2	C1	ES_244	Su testimonio estaba lleno de contradicciones que hicieron dudar al jurado.
cinturón|NOUN	A2	A1	ES_245	El cinturón es grande.
cinturón|NOUN	A2	A2	ES_246	El cinturón es negro.
cinturón|NOUN	A2	B1	ES_247	Necesito un cinturón para mis pantalones.
cinturón|NOUN	A2	B2	ES_248	Siempre me pongo el cinturón cuando viajo en coche.
cinturón|NOUN	A2	C1	ES_249	Ella optó por un cinturón de cuero genuino para complementar su atuendo formal.
latino|NOUN	A2	A1	ES_250	Él es latino.
latino|NOUN	A2	A2	ES_251	Él es latino y vive en España.
latino|NOUN	A2	B1	ES_252	Muchos latinos viven en esta ciudad.
latino|NOUN	A2	B2	ES_253	Conocí a un latino muy amable en la fiesta de ayer.
latino|NOUN	A2	C1	ES_254	Muchos latinos han emigrado a Europa en busca de nuevas oportunidades.
desempleo|NOUN	A2	A1	ES_255	N/A
desempleo|NOUN	A2	A2	ES_256	El desempleo es alto en algunas regiones.
desempleo|NOUN	A2	B1	ES_257	El desempleo afecta a muchas familias.
desempleo|NOUN	A2	B2	ES_258	El desempleo es un problema grave en muchas economías.
desempleo|NOUN	A2	C1	ES_259	La tasa de desempleo ha disminuido ligeramente en el último trimestre.
azar|NOUN	A2	A1	ES_260	N/A
azar|NOUN	A2	A2	ES_261	El resultado fue puro azar.
azar|NOUN	A2	B1	ES_262	El azar a veces nos trae sorpresas.
azar|NOUN	A2	B2	ES_263	Ganaron el premio por puro azar.
azar|NOUN	A2	C1	ES_264	El éxito del proyecto dependió en gran medida del azar.
microondas|NOUN	A2	A1	ES_265	El microondas está en la cocina.
microondas|NOUN	A2	A2	ES_266	Caliento mi comida en el microondas.
microondas|NOUN	A2	B1	ES_267	Caliento la leche en el microondas.
microondas|NOUN	A2	B2	ES_268	Caliento el café en el microondas.
microondas|NOUN	A2	C1	ES_269	A pesar de su antigüedad, el microondas seguía funcionando con una eficiencia sorprendente.
peregrinación|NOUN	A2	A1	ES_270	N/A
peregrinación|NOUN	A2	A2	ES_271	N/A
peregrinación|NOUN	A2	B1	ES_272	Cada año, miles de personas hacen una peregrinación a ese lugar sagrado.
peregrinación|NOUN	A2	B2	ES_273	Muchas personas hacen una peregrinación a Santiago de Compostela.
peregrinación|NOUN	A2	C1	ES_274	Cada año, miles de fieles inician una peregrinación hacia el santuario.
consola|NOUN	A2	A1	ES_275	Tengo una consola.
consola|NOUN	A2	A2	ES_276	Mi hermano tiene una consola nueva.
consola|NOUN	A2	B1	ES_277	Mi amigo compró una consola nueva para jugar.
consola|NOUN	A2	B2	ES_278	Compramos una consola nueva para jugar a los videojuegos.
consola|NOUN	A2	C1	ES_279	La nueva consola de videojuegos ofrece una experiencia gráfica superior.
rumbo|NOUN	A2	A1	ES_280	N/A
rumbo|NOUN	A2	A2	ES_281	Vamos con rumbo a casa.
rumbo|NOUN	A2	B1	ES_282	El avión toma rumbo a Madrid.
rumbo|NOUN	A2	B2	ES_283	Es posible que tengamos que cambiar de rumbo si la situación no mejora.
rumbo|NOUN	A2	C1	ES_284	La empresa ha tomado un nuevo rumbo estratégico para expandirse.
pendiente|NOUN	A2	A1	ES_285	Tengo un pendiente muy bonito.
pendiente|NOUN	A2	A2	ES_286	Ella lleva un pendiente muy bonito.
pendiente|NOUN	A2	B1	ES_287	Ella lleva un pendiente muy bonito.
pendiente|NOUN	A2	B2	ES_288	Se puso un pendiente de plata en la oreja.
pendiente|NOUN	A2	C1	ES_289	Tengo un pendiente importante que resolver antes de irme.
paracaidismo|NOUN	A2	A1	ES_290	N/A
paracaidismo|NOUN	A2	A2	ES_291	Quiero probar el paracaidismo.
paracaidismo|NOUN	A2	B1	ES_292	Me gustaría probar el paracaidismo algún día.
paracaidismo|NOUN	A2	B2	ES_293	El paracaidismo es un deporte extremo muy emocionante.
paracaidismo|NOUN	A2	C1	ES_294	Aunque el paracaidismo puede parecer arriesgado, muchos lo encuentran increíblemente liberador.
represión|NOUN	A2	A1	ES_295	N/A
represión|NOUN	A2	A2	ES_296	N/A
represión|NOUN	A2	B1	ES_297	Hubo represión en la manifestación.
represión|NOUN	A2	B2	ES_298	Hubo represión en las protestas de ayer.
represión|NOUN	A2	C1	ES_299	La represión del gobierno generó un fuerte descontento entre la población.
romper|VERB	A2	A1	ES_300	Yo rompo el plato.
romper|VERB	A2	A2	ES_301	Ella rompió el vaso.
romper|VERB	A2	B1	ES_302	No quiero romper el vaso.
romper|VERB	A2	B2	ES_303	Decidió romper con su pareja después de muchos años.
romper|VERB	A2	C1	ES_304	Decidieron romper con las tradiciones familiares para crear algo nuevo.
representar|VERB	A2	A1	ES_305	Este dibujo representa un perro.
representar|VERB	A2	A2	ES_306	El rojo representa el amor.
representar|VERB	A2	B1	ES_307	Este símbolo representa la paz.
representar|VERB	A2	B2	ES_308	Ella va a representar a la compañía en la reunión.
representar|VERB	A2	C1	ES_309	Su renuncia representa un cambio significativo en la dirección de la empresa.
exigir|VERB	A2	A1	ES_310	N/A
exigir|VERB	A2	A2	ES_311	La profesora exige la tarea.
exigir|VERB	A2	B1	ES_312	El profesor exige mucha atención en clase.
exigir|VERB	A2	B2	ES_313	Los clientes exigieron una explicación por el retraso.
exigir|VERB	A2	C1	ES_314	La situación actual nos va a exigir un gran esfuerzo colectivo.
mencionar|VERB	A2	A1	ES_315	N/A
mencionar|VERB	A2	A2	ES_316	No quiero mencionar eso.
mencionar|VERB	A2	B1	ES_317	Ella mencionó que la reunión era a las diez.
mencionar|VERB	A2	B2	ES_318	Él mencionó que vendría más tarde.
mencionar|VERB	A2	C1	ES_319	Me gustaría mencionar brevemente los puntos clave de nuestra propuesta.
desesperar|VERB	A2	A1	ES_320	N/A
desesperar|VERB	A2	A2	ES_321	No desesperes, todo estará bien.
desesperar|VERB	A2	B1	ES_322	No debes desesperarte por los pequeños problemas.
desesperar|VERB	A2	B2	ES_323	No te desesperes, la solución está cerca.
desesperar|VERB	A2	C1	ES_324	Aunque la situación era crítica, ella se negaba a desesperarse.
provenir|VERB	A2	A1	ES_325	N/A
provenir|VERB	A2	A2	ES_326	N/A
provenir|VERB	A2	B1	ES_327	El sonido proviene de la habitación de al lado.
provenir|VERB	A2	B2	ES_328	Estos datos provienen de una investigación reciente.
provenir|VERB	A2	C1	ES_329	Los datos provienen de una investigación reciente sobre el tema.
estimular|VERB	A2	A1	ES_330	N/A
estimular|VERB	A2	A2	ES_331	El profesor quiere estimular la participación de los estudiantes.
estimular|VERB	A2	B1	ES_332	Los profesores intentan estimular a los estudiantes con actividades nuevas.
estimular|VERB	A2	B2	ES_333	Los buenos resultados lo estimularon a seguir trabajando.
estimular|VERB	A2	C1	ES_334	Los nuevos incentivos fiscales buscan estimular la inversión extranjera.
hervir|VERB	A2	A1	ES_335	El agua hierve.
hervir|VERB	A2	A2	ES_336	Voy a hervir el agua para el té.
hervir|VERB	A2	B1	ES_337	El agua hierve en la olla.
hervir|VERB	A2	B2	ES_338	Necesitamos hervir el agua antes de beberla.
hervir|VERB	A2	C1	ES_339	La discusión hirvió hasta que estalló una pelea.
rogar|VERB	A2	A1	ES_340	N/A
rogar|VERB	A2	A2	ES_341	N/A
rogar|VERB	A2	B1	ES_342	Le rogamos que llegue a tiempo.
rogar|VERB	A2	B2	ES_343	Le ruego que me escuche atentamente.
rogar|VERB	A2	C1	ES_344	Le rogó que reconsiderara su decisión.
nombrar|VERB	A2	A1	ES_345	Puedo nombrar los colores.
nombrar|VERB	A2	A2	ES_346	Ella va a nombrar a su hijo Daniel.
nombrar|VERB	A2	B1	ES_347	Quiero nombrar a mi perro Max.
nombrar|VERB	A2	B2	ES_348	La empresa decidió nombrar un nuevo gerente para el departamento.
nombrar|VERB	A2	C1	ES_349	La junta directiva decidió nombrar a un nuevo presidente para la compañía.
acumular|VERB	A2	A1	ES_350	N/A
acumular|VERB	A2	A2	ES_351	Ella no quiere acumular muchas cosas en su casa.
acumular|VERB	A2	B1	ES_352	Ella no quiere acumular más trabajo en su escritorio.
acumular|VERB	A2	B2	ES_353	No quiero acumular más trabajo para el fin de semana.
acumular|VERB	A2	C1	ES_354	Es importante no acumular tareas pendientes al final de la semana.
prevenir|VERB	A2	A1	ES_355	N/A
prevenir|VERB	A2	A2	ES_356	Lavarse las manos ayuda a prevenir enfermedades.
prevenir|VERB	A2	B1	ES_357	Debemos lavarnos las manos para prevenir resfriados.
prevenir|VERB	A2	B2	ES_358	Podemos prevenir muchos problemas si planificamos bien.
prevenir|VERB	A2	C1	ES_359	Para prevenir futuros problemas, es fundamental analizar los errores del pasado.
rescatar|VERB	A2	A1	ES_360	El niño quiere rescatar al pájaro.
rescatar|VERB	A2	A2	ES_361	El bombero rescató al gato.
rescatar|VERB	A2	B1	ES_362	Los bomberos pudieron rescatar al perro.
rescatar|VERB	A2	B2	ES_363	Los voluntarios lograron rescatar a la gente atrapada.
rescatar|VERB	A2	C1	ES_364	Es esencial rescatar las lenguas indígenas antes de que se extingan.
distribuir|VERB	A2	A1	ES_365	N/A
distribuir|VERB	A2	A2	ES_366	La tienda va a distribuir los folletos mañana.
distribuir|VERB	A2	B1	ES_367	La tienda distribuye sus productos en varias ciudades.
