word_entry	word_level_CEFRLex	sentence_level_generated	sentence_ID	sentence_text
krant|NOUN	A1	C1	NL_54	De krant publiceerde een kritisch artikel over het nieuwe beleid.
thee|NOUN	A1	A1	NL_55	Ik drink thee.
thee|NOUN	A1	A2	NL_56	Ik drink graag thee met melk.
thee|NOUN	A1	B1	NL_57	Ik drink graag thee met melk en suiker.
thee|NOUN	A1	B2	NL_58	Ik drink graag thee in de ochtend.
thee|NOUN	A1	C1	NL_59	De geur van verse muntthee vulde de kamer en creëerde een serene sfeer.
studie|NOUN	A1	A1	NL_60	Mijn studie is in Amsterdam.
studie|NOUN	A1	A2	NL_61	Mijn studie is heel interessant.
studie|NOUN	A1	B1	NL_62	Mijn studie begint volgende maand.
studie|NOUN	A1	B2	NL_63	Zij heeft haar studie in Amsterdam afgerond.
studie|NOUN	A1	C1	NL_64	De recente studie toont aan dat de klimaatverandering sneller verloopt dan verwacht.
pak|NOUN	A1	A1	NL_65	Ik koop een pak melk.
pak|NOUN	A1	A2	NL_66	Hij draagt een mooi pak.
pak|NOUN	A1	B1	NL_67	Hij draagt een nieuw pak naar zijn werk.
pak|NOUN	A1	B2	NL_68	Hij kocht een nieuw pak voor de bruiloft.
pak|NOUN	A1	C1	NL_69	Het was een pak van zijn hart toen het project eindelijk voltooid was.
kilometer|NOUN	A1	A1	NL_70	Het is twee kilometer naar het station.
kilometer|NOUN	A1	A2	NL_71	Het hotel is twee kilometer van het station.
kilometer|NOUN	A1	B1	NL_72	Het is ongeveer drie kilometer naar het station.
kilometer|NOUN	A1	B2	NL_73	De stad is ongeveer vijf kilometer van hier.
kilometer|NOUN	A1	C1	NL_74	Na een lange dag wandelen, voelde ze elke kilometer in haar vermoeide benen.
boodschap|NOUN	A1	A1	NL_75	Ik heb een boodschap voor jou.
boodschap|NOUN	A1	A2	NL_76	Ik doe de boodschappen in de supermarkt.
boodschap|NOUN	A1	B1	NL_77	Ik moet vandaag nog boodschappen doen.
boodschap|NOUN	A1	B2	NL_78	Ze schreef een korte boodschap op een briefje.
boodschap|NOUN	A1	C1	NL_79	De boodschap van de directeur was helder: we moeten efficiënter werken.
honger|NOUN	A1	A1	NL_80	Ik heb honger.
honger|NOUN	A1	A2	NL_81	Ik heb veel honger.
honger|NOUN	A1	B1	NL_82	De lange wandeling gaf me veel honger.
honger|NOUN	A1	B2	NL_83	Na een lange wandeling had hij enorme honger.
honger|NOUN	A1	C1	NL_84	De strijd tegen honger en armoede blijft een mondiale prioriteit voor veel organisaties.
onderwerp|NOUN	A1	A1	NL_85	Het onderwerp is leuk.
onderwerp|NOUN	A1	A2	NL_86	Wat is het onderwerp van de les?
onderwerp|NOUN	A1	B1	NL_87	Het onderwerp van de les vandaag is geschiedenis.
onderwerp|NOUN	A1	B2	NL_88	Het onderwerp van de discussie was complex.
onderwerp|NOUN	A1	C1	NL_89	Het controversiële onderwerp leidde tot een verhitte discussie onder de aanwezigen.
kwart|NOUN	A1	A1	NL_90	Het is kwart over drie.
kwart|NOUN	A1	A2	NL_91	Het is kwart over drie.
kwart|NOUN	A1	B1	NL_92	Een kwart van de mensen heeft gestemd.
kwart|NOUN	A1	B2	NL_93	Een kwart van de studenten komt uit het buitenland.
kwart|NOUN	A1	C1	NL_94	De prijzen zijn met bijna een kwart gestegen in het afgelopen jaar.
fruit|NOUN	A1	A1	NL_95	Ik eet fruit.
fruit|NOUN	A1	A2	NL_96	Ik eet graag fruit.
fruit|NOUN	A1	B1	NL_97	Zij koopt vaak vers fruit op de markt.
fruit|NOUN	A1	B2	NL_98	Om gezond te blijven, is het belangrijk om dagelijks voldoende fruit te eten.
fruit|NOUN	A1	C1	NL_99	Het dagelijks eten van fruit draagt bij aan een gezonde levensstijl.
moeten|VERB	A1	A1	NL_100	Ik moet werken.
moeten|VERB	A1	A2	NL_101	Ik moet morgen werken.
moeten|VERB	A1	B1	NL_102	Ik moet morgen werken.
moeten|VERB	A1	B2	NL_103	We moeten de vergadering voorbereiden.
moeten|VERB	A1	C1	NL_104	We moeten de discussie over dit complexe onderwerp zorgvuldig voeren.
komen|VERB	A1	A1	NL_105	Ik kom morgen.
komen|VERB	A1	A2	NL_106	Ik kom thuis.
komen|VERB	A1	B1	NL_107	Zij komt morgen bij ons eten.
komen|VERB	A1	B2	NL_108	Zou je me kunnen vertellen wanneer je verwacht te komen?
komen|VERB	A1	C1	NL_109	Het komt erop neer dat we onze strategie moeten aanpassen om succesvol te zijn.
staan|VERB	A1	A1	NL_110	Het boek staat op tafel.
staan|VERB	A1	A2	NL_111	De boeken staan op de plank.
staan|VERB	A1	B1	NL_112	De boeken staan op de plank.
staan|VERB	A1	B2	NL_113	Wij staan achter het besluit van de directie.
staan|VERB	A1	C1	NL_114	Hij staat onder grote druk om de deadline te halen.
kijken|VERB	A1	A1	NL_115	Ik kijk televisie.
kijken|VERB	A1	A2	NL_116	Ik kijk naar de vogels.
kijken|VERB	A1	B1	NL_117	We kijken vanavond een film.
kijken|VERB	A1	B2	NL_118	Ik moet even kijken of de winkel al open is.
kijken|VERB	A1	C1	NL_119	We moeten kritisch kijken naar de implicaties van deze nieuwe beleidsvoering.
weten|VERB	A1	A1	NL_120	Ik weet het niet.
weten|VERB	A1	A2	NL_121	Ik weet het antwoord.
weten|VERB	A1	B1	NL_122	Ik weet het antwoord niet.
weten|VERB	A1	B2	NL_123	Ik weet zeker dat het morgen beter zal gaan.
weten|VERB	A1	C1	NL_124	Ondanks alle tegenslagen wist ze haar doel te bereiken.
laten|VERB	A1	A1	NL_125	Ik laat mijn tas hier.
laten|VERB	A1	A2	NL_126	Ik laat mijn haar knippen.
laten|VERB	A1	B1	NL_127	Ik laat de kinderen buiten spelen.
laten|VERB	A1	B2	NL_128	We laten de auto repareren.
laten|VERB	A1	C1	NL_129	De overheid moet zich meer laten horen over dit onderwerp.
blijven|VERB	A1	A1	NL_130	Wij blijven hier.
blijven|VERB	A1	A2	NL_131	Ik blijf thuis.
blijven|VERB	A1	B1	NL_132	We blijven nog even hier.
blijven|VERB	A1	B2	NL_133	Ze bleef lachen, zelfs toen het moeilijk werd.
blijven|VERB	A1	C1	NL_134	Ondanks de tegenslagen bleef ze optimistisch over de toekomst van het project.
liggen|VERB	A1	A1	NL_135	Het boek ligt op tafel.
liggen|VERB	A1	A2	NL_136	De boeken liggen op tafel.
liggen|VERB	A1	B1	NL_137	De sleutels liggen op de tafel.
liggen|VERB	A1	B2	NL_138	De universiteit ligt net buiten het stadscentrum, wat handig is voor studenten.
liggen|VERB	A1	C1	NL_139	De verantwoordelijkheid voor dit project ligt bij het team.
schrijven|VERB	A1	A1	NL_140	Ik schrijf een brief.
schrijven|VERB	A1	A2	NL_141	Ik schrijf een brief.
schrijven|VERB	A1	B1	NL_142	Ik moet een e-mail schrijven.
schrijven|VERB	A1	B2	NL_143	Het is belangrijk om je gedachten duidelijk op te schrijven.
schrijven|VERB	A1	C1	NL_144	Hij zal een recensie schrijven over de nieuwe film.
kennen|VERB	A1	A1	NL_145	Ik ken haar.
kennen|VERB	A1	A2	NL_146	Ik ken haar naam.
kennen|VERB	A1	B1	NL_147	Wij kennen elkaar al lang.
kennen|VERB	A1	B2	NL_148	We kennen elkaar al jaren van de universiteit.
kennen|VERB	A1	C1	NL_149	De geschiedenis van dit gebied kent vele onvertelde verhalen.
leren|VERB	A1	A1	NL_150	Ik leer Nederlands.
leren|VERB	A1	A2	NL_151	Ik leer elke dag nieuwe woorden.
leren|VERB	A1	B1	NL_152	Wij leren Nederlands op school.
leren|VERB	A1	B2	NL_153	Het is belangrijk om van je fouten te leren.
leren|VERB	A1	C1	NL_154	De gemeenschap moet leren omgaan met de toenemende vergrijzing.
pakken|VERB	A1	A1	NL_155	Ik pak de bal.
pakken|VERB	A1	A2	NL_156	Ik pak de bal.
pakken|VERB	A1	B1	NL_157	Ik moet de volgende bus pakken om op tijd op mijn werk te zijn.
pakken|VERB	A1	B2	NL_158	Ze moest die kans pakken om haar droom waar te maken.
pakken|VERB	A1	C1	NL_159	De crisis heeft de kleine ondernemers zwaar gepakt.
drinken|VERB	A1	A1	NL_160	Ik drink water.
drinken|VERB	A1	A2	NL_161	Wij drinken graag water.
drinken|VERB	A1	B1	NL_162	Laten we iets gaan drinken na het werk.
drinken|VERB	A1	B2	NL_163	Na de lange wandeling moesten we even iets kouds drinken.
drinken|VERB	A1	C1	NL_164	De gewoonte om elke avond een kop thee te drinken, helpt haar ontspannen.
betalen|VERB	A1	A1	NL_165	Ik betaal voor de koffie.
betalen|VERB	A1	A2	NL_166	Ik wil de rekening betalen.
betalen|VERB	A1	B1	NL_167	Ik moet nog de huur betalen.
betalen|VERB	A1	B2	NL_168	De onderneming moet haar leveranciers op tijd betalen om problemen te voorkomen.
betalen|VERB	A1	C1	NL_169	Veel mensen vinden het moeilijk om de hoge huurprijzen in de stad te betalen.
spelen|VERB	A1	A1	NL_170	Ik speel voetbal.
spelen|VERB	A1	A2	NL_171	De kinderen spelen in de tuin.
spelen|VERB	A1	B1	NL_172	De kinderen spelen graag buiten als het zonnig is.
spelen|VERB	A1	B2	NL_173	Hij speelt vaak gitaar na het werk om te ontspannen.
spelen|VERB	A1	C1	NL_174	Deze factoren spelen een belangrijke rol bij de ontwikkeling van de economie.
kopen|VERB	A1	A1	NL_175	Ik wil een appel kopen.
kopen|VERB	A1	A2	NL_176	Ik wil een nieuw boek kopen.
kopen|VERB	A1	B1	NL_177	Ik wil een nieuwe fiets kopen.
kopen|VERB	A1	B2	NL_178	We willen een nieuw huis kopen in de stad.
kopen|VERB	A1	C1	NL_179	Ondanks de economische onzekerheid blijven consumenten duurzame producten kopen, wat een positieve trend voor de lange termijn aangeeft.
noemen|VERB	A1	A1	NL_180	Ik noem de hond Max.
noemen|VERB	A1	A2	NL_181	Hoe noem je dat?
noemen|VERB	A1	B1	NL_182	Kun je een voorbeeld noemen?
noemen|VERB	A1	B2	NL_183	Kun je de belangrijkste punten van het rapport noemen?
noemen|VERB	A1	C1	NL_184	Ze noemde diverse redenen waarom het project vertraging opliep.
leven|VERB	A1	A1	NL_185	Wij leven in een huis.
leven|VERB	A1	A2	NL_186	Ik leef in een groot huis.
leven|VERB	A1	B1	NL_187	Wij leven in een klein dorp.
leven|VERB	A1	B2	NL_188	We moeten leren om te leven met de veranderingen in de wereld.
leven|VERB	A1	C1	NL_189	Het idee leefde al jaren onder de bevolking voordat het werd uitgevoerd.
stoppen|VERB	A1	A1	NL_190	De auto stopt.
stoppen|VERB	A1	A2	NL_191	De bus stopt hier.
stoppen|VERB	A1	B1	NL_192	Ik moet stoppen met roken.
stoppen|VERB	A1	B2	NL_193	De bus stopt bij de volgende halte.
stoppen|VERB	A1	C1	NL_194	Om verdere escalatie te voorkomen, besloot de moderator de discussie tijdelijk te stoppen.
schreeuwen|VERB	A1	A1	NL_195	De jongen schreeuwt.
schreeuwen|VERB	A1	A2	NL_196	De kinderen schreeuwen buiten.
schreeuwen|VERB	A1	B1	NL_197	Stop met schreeuwen, alsjeblieft.
schreeuwen|VERB	A1	B2	NL_198	Hij begon te schreeuwen toen hij de spin zag.
schreeuwen|VERB	A1	C1	NL_199	Hij begon te schreeuwen van vreugde toen hij het goede nieuws hoorde.
bron|NOUN	A2	A1	NL_200	Dit water komt uit een bron.
bron|NOUN	A2	A2	NL_201	Wat is de bron van dit nieuws?
bron|NOUN	A2	B1	NL_202	De zon is een belangrijke bron van energie.
bron|NOUN	A2	B2	NL_203	De wetenschappers vonden de bron van de rivier hoog in de bergen.
bron|NOUN	A2	C1	NL_204	De krant vermeldde niet de bron van de informatie.
arm|NOUN	A2	A1	NL_205	Ik heb pijn in mijn arm.
arm|NOUN	A2	A2	NL_206	Ik heb mijn arm gebroken.
arm|NOUN	A2	B1	NL_207	Ik heb mijn arm gebroken.
arm|NOUN	A2	B2	NL_208	Hij brak zijn arm tijdens het skiën.
arm|NOUN	A2	C1	NL_209	De chirurg adviseerde de patiënt om de arm na de operatie voorzichtig te bewegen om complicaties te voorkomen.
hals|NOUN	A2	A1	NL_210	Ik heb pijn in mijn hals.
hals|NOUN	A2	A2	NL_211	Ik heb pijn in mijn hals.
hals|NOUN	A2	B1	NL_212	Ik heb een zere hals van het sporten.
hals|NOUN	A2	B2	NL_213	Ik heb gisteren mijn hals bezeerd tijdens het sporten.
hals|NOUN	A2	C1	NL_214	Met die beslissing haalde hij zich onbedoeld veel problemen op de hals.
buik|NOUN	A2	A1	NL_215	Mijn buik doet pijn.
buik|NOUN	A2	A2	NL_216	Mijn buik doet pijn.
buik|NOUN	A2	B1	NL_217	Mijn buik knort omdat ik honger heb.
buik|NOUN	A2	B2	NL_218	De dokter onderzocht haar buik voorzichtig.
buik|NOUN	A2	C1	NL_219	Hij had al dagen een vreemd gevoel in zijn buik, wat hem zorgen baarde.
advocaat|NOUN	A2	A1	NL_220	Mijn broer is advocaat.
advocaat|NOUN	A2	A2	NL_221	Mijn broer is advocaat.
advocaat|NOUN	A2	B1	NL_222	De advocaat legde de situatie uit.
advocaat|NOUN	A2	B2	NL_223	De advocaat heeft de zaak gewonnen.
advocaat|NOUN	A2	C1	NL_224	De advocaat diende een klacht in namens zijn cliënt.
moeras|NOUN	A2	A1	NL_225	N/A
moeras|NOUN	A2	A2	NL_226	In het moeras leven veel dieren.
moeras|NOUN	A2	B1	NL_227	De vogels leven in het moeras.
moeras|NOUN	A2	B2	NL_228	De expeditie moest door een moeras trekken.
moeras|NOUN	A2	C1	NL_229	Het team raakte verdwaald in het dichte moeras en moest een omweg maken.
toneel|NOUN	A2	A1	NL_230	Wij kijken naar een toneel.
toneel|NOUN	A2	A2	NL_231	De acteurs staan op het toneel.
toneel|NOUN	A2	B1	NL_232	De acteurs stonden op het toneel.
toneel|NOUN	A2	B2	NL_233	Het publiek applaudisseerde luid toen de acteurs het toneel betraden.
toneel|NOUN	A2	C1	NL_234	Het politieke toneel is momenteel erg onrustig.
toegang|NOUN	A2	A1	NL_235	De toegang is gratis.
toegang|NOUN	A2	A2	NL_236	De toegang tot het park is hier.
toegang|NOUN	A2	B1	NL_237	De toegang tot het park is gratis.
toegang|NOUN	A2	B2	NL_238	Je hebt een speciale pas nodig om toegang te krijgen tot het lab.
toegang|NOUN	A2	C1	NL_239	De toegang tot geavanceerde onderzoeksmaterialen is beperkt voor niet-geaccrediteerde gebruikers.
stamppot|NOUN	A2	A1	NL_240	Ik eet stamppot.
stamppot|NOUN	A2	A2	NL_241	In de winter eten we vaak stamppot.
stamppot|NOUN	A2	B1	NL_242	In de winter eet ik graag stamppot.
stamppot|NOUN	A2	B2	NL_243	We aten gisteren stamppot met rookworst.
stamppot|NOUN	A2	C1	NL_244	De variaties in stamppot zijn eindeloos, van de klassieke boerenkool tot modernere combinaties met zoete aardappel.
kijker|NOUN	A2	A1	NL_245	De kijker zit op de bank.
kijker|NOUN	A2	A2	NL_246	De film had veel kijkers.
kijker|NOUN	A2	B1	NL_247	De kijker was tevreden met het programma.
kijker|NOUN	A2	B2	NL_248	De film had veel kijkers.
kijker|NOUN	A2	C1	NL_249	De documentaire bood de kijker een diepgaand inzicht in de problematiek.
kalkoen|NOUN	A2	A1	NL_250	Ik eet kalkoen.
kalkoen|NOUN	A2	A2	NL_251	We eten kalkoen met Kerstmis.
kalkoen|NOUN	A2	B1	NL_252	We eten kalkoen met Kerstmis.
kalkoen|NOUN	A2	B2	NL_253	We aten kalkoen met Kerstmis.
kalkoen|NOUN	A2	C1	NL_254	Voor het kerstdiner hebben we een grote kalkoen in de oven geschoven.
wijk|NOUN	A2	A1	NL_255	Ik woon in deze wijk.
wijk|NOUN	A2	A2	NL_256	Ik woon in een rustige wijk.
wijk|NOUN	A2	B1	NL_257	Ik woon in een gezellige wijk.
wijk|NOUN	A2	B2	NL_258	Onze wijk heeft veel groen.
wijk|NOUN	A2	C1	NL_259	De nieuwe supermarkt heeft de hele wijk positief beïnvloed.
camping|NOUN	A2	A1	NL_260	Wij gaan naar de camping.
camping|NOUN	A2	A2	NL_261	We gaan deze zomer naar een camping.
camping|NOUN	A2	B1	NL_262	We gingen deze zomer met de kinderen naar een gezellige camping.
camping|NOUN	A2	B2	NL_263	We gaan deze zomer naar een camping aan zee.
camping|NOUN	A2	C1	NL_264	De discussie over de uitbreiding van de camping leidde tot verdeeldheid in het dorp.
woonplaats|NOUN	A2	A1	NL_265	Mijn woonplaats is Utrecht.
woonplaats|NOUN	A2	A2	NL_266	Mijn woonplaats is Utrecht.
woonplaats|NOUN	A2	B1	NL_267	Ze heeft haar woonplaats op het formulier ingevuld.
woonplaats|NOUN	A2	B2	NL_268	Kunt u uw woonplaats op dit formulier invullen?
woonplaats|NOUN	A2	C1	NL_269	De woonplaats van de verdachte werd vastgesteld aan de hand van zijn registratiegegevens.
bil|NOUN	A2	A1	NL_270	Ik heb pijn aan mijn bil.
bil|NOUN	A2	A2	NL_271	De baby heeft een zachte bil.
bil|NOUN	A2	B1	NL_272	Ik viel en deed mijn bil pijn.
bil|NOUN	A2	B2	NL_273	De sporter traint vaak zijn billen.
bil|NOUN	A2	C1	NL_274	Ze had pijn aan haar bil na de val.
onderjurk|NOUN	A2	A1	NL_275	N/A
onderjurk|NOUN	A2	A2	NL_276	Ze heeft een witte onderjurk.
onderjurk|NOUN	A2	B1	NL_277	Ze trok een onderjurk aan onder haar jurk.
onderjurk|NOUN	A2	B2	NL_278	Ze droeg een onderjurk onder haar lichte zomerjurk.
onderjurk|NOUN	A2	C1	NL_279	Voor het bal droeg ze een chique galajurk met daaronder een bijpassende onderjurk.
hertog|NOUN	A2	A1	NL_280	N/A
hertog|NOUN	A2	A2	NL_281	N/A
hertog|NOUN	A2	B1	NL_282	De hertog woonde in een groot kasteel.
hertog|NOUN	A2	B2	NL_283	De hertog had veel invloed in de regio.
hertog|NOUN	A2	C1	NL_284	De hertog woonde in een prachtig kasteel aan de rivier.
hofzaal|NOUN	A2	A1	NL_285	N/A
hofzaal|NOUN	A2	A2	NL_286	N/A
hofzaal|NOUN	A2	B1	NL_287	De koning ontving zijn gasten in de hofzaal.
hofzaal|NOUN	A2	B2	NL_288	De koning ontving belangrijke gasten in de ruime hofzaal van het kasteel.
hofzaal|NOUN	A2	C1	NL_289	De koning ontving zijn gasten in de historische hofzaal.
diabetes|NOUN	A2	A1	NL_290	N/A
diabetes|NOUN	A2	A2	NL_291	Mijn opa heeft diabetes.
diabetes|NOUN	A2	B1	NL_292	Mijn oma heeft diabetes en moet goed op haar dieet letten.
diabetes|NOUN	A2	B2	NL_293	Mijn tante heeft diabetes en moet elke dag insuline spuiten.
diabetes|NOUN	A2	C1	NL_294	De diagnose diabetes vereist vaak een aanpassing van de levensstijl.
bestelling|NOUN	A2	A1	NL_295	De bestelling is klaar.
bestelling|NOUN	A2	A2	NL_296	De bestelling is klaar.
bestelling|NOUN	A2	B1	NL_297	De bestelling komt morgen aan.
bestelling|NOUN	A2	B2	NL_298	Ik heb een nieuwe bestelling geplaatst.
bestelling|NOUN	A2	C1	NL_299	De bestelling van de nieuwe computers is vertraagd door problemen met de leverancier.
doden|VERB	A2	A1	NL_300	N/A
doden|VERB	A2	A2	NL_301	N/A
doden|VERB	A2	B1	NL_302	Een storm kan veel bomen doden.
doden|VERB	A2	B2	NL_303	De jager wilde het dier doden.
doden|VERB	A2	C1	NL_304	De stilte in de kamer kon de laatste hoop doden.
bouwen|VERB	A2	A1	NL_305	Ik bouw een huis.
bouwen|VERB	A2	A2	NL_306	Wij bouwen een nieuw huis.
bouwen|VERB	A2	B1	NL_307	Ze zijn een nieuw huis aan het bouwen.
bouwen|VERB	A2	B2	NL_308	Ze willen een nieuw huis bouwen aan de rand van de stad.
bouwen|VERB	A2	C1	NL_309	Het bedrijf probeert een duurzame relatie met zijn klanten te bouwen.
reageren|VERB	A2	A1	NL_310	De hond reageert op zijn naam.
reageren|VERB	A2	A2	NL_311	Hij reageert altijd positief op mijn ideeën.
reageren|VERB	A2	B1	NL_312	Hij reageert snel op mijn e-mail.
reageren|VERB	A2	B2	NL_313	De leraar reageerde verrast op de vraag van de student.
reageren|VERB	A2	C1	NL_314	De overheid moet adequaat reageren op de stijgende inflatie.
lukken|VERB	A2	A1	NL_315	Zal het lukken?
lukken|VERB	A2	A2	NL_316	Ik hoop dat het lukt.
lukken|VERB	A2	B1	NL_317	Het is me gelukt om de taart te bakken.
lukken|VERB	A2	B2	NL_318	Is het je gelukt om de opdracht af te maken?
lukken|VERB	A2	C1	NL_319	De poging om de financiering rond te krijgen, is uiteindelijk gelukt.
drijven|VERB	A2	A1	NL_320	De boot drijft op het water.
drijven|VERB	A2	A2	NL_321	Het schip drijft op de zee.
drijven|VERB	A2	B1	NL_322	De boot drijft op het water.
drijven|VERB	A2	B2	NL_323	De wind drijft de wolken langzaam over de bergen.
drijven|VERB	A2	C1	NL_324	Zijn ambitie drijft hem om altijd het beste uit zichzelf te halen.
delen|VERB	A2	A1	NL_325	Ik deel mijn brood.
delen|VERB	A2	A2	NL_326	Ik deel mijn eten met jou.
delen|VERB	A2	B1	NL_327	Wij delen een pizza met onze vrienden.
delen|VERB	A2	B2	NL_328	Wij delen graag onze ervaringen met jullie.
delen|VERB	A2	C1	NL_329	We delen dezelfde visie op de toekomst.
binden|VERB	A2	A1	NL_330	Ik bind mijn veters.
binden|VERB	A2	A2	NL_331	Ik moet mijn schoenveters binden.
binden|VERB	A2	B1	NL_332	De vrouw bindt haar haar met een elastiekje.
binden|VERB	A2	B2	NL_333	Je moet je veters binden voordat je valt.
binden|VERB	A2	C1	NL_334	Hij besloot zich voor de lange termijn aan het bedrijf te binden.
betreffen|VERB	A2	A1	NL_335	N/A
betreffen|VERB	A2	A2	NL_336	N/A
betreffen|VERB	A2	B1	NL_337	Het betreft een klein misverstand.
betreffen|VERB	A2	B2	NL_338	Het betreft een belangrijke aankondiging voor iedereen.
betreffen|VERB	A2	C1	NL_339	De wijzigingen betreffen voornamelijk de werktijden van het personeel.
verdedigen|VERB	A2	A1	NL_340	N/A
verdedigen|VERB	A2	A2	NL_341	De speler moet zijn doel verdedigen.
verdedigen|VERB	A2	B1	NL_342	De advocaat zal zijn cliënt verdedigen.
verdedigen|VERB	A2	B2	NL_343	De spelers moeten goed verdedigen om de wedstrijd te winnen.
verdedigen|VERB	A2	C1	NL_344	De advocaat moest zijn cliënt krachtig verdedigen voor de rechtbank.
gewennen|VERB	A2	A1	NL_345	N/A
gewennen|VERB	A2	A2	NL_346	Ik moet gewennen aan de nieuwe school.
gewennen|VERB	A2	B1	NL_347	N/A
gewennen|VERB	A2	B2	NL_348	Mensen moeten zich aan nieuwe situaties gewennen.
gewennen|VERB	A2	C1	NL_349	Het zal even duren voordat ik helemaal gewend ben aan de nieuwe situatie.
juichen|VERB	A2	A1	NL_350	Wij juichen voor het team.
juichen|VERB	A2	A2	NL_351	De supporters juichen voor de winnaar.
juichen|VERB	A2	B1	NL_352	De fans begonnen te juichen toen hun team scoorde.
juichen|VERB	A2	B2	NL_353	De fans begonnen te juichen toen hun team een doelpunt scoorde.
juichen|VERB	A2	C1	NL_354	De fans begonnen luid te juichen toen hun team scoorde.
vergissen|VERB	A2	A1	NL_355	N/A
vergissen|VERB	A2	A2	NL_356	Sorry, ik heb me vergist.
vergissen|VERB	A2	B1	NL_357	Ik denk dat je je vergist.
