word_entry	word_level_CEFRLex	sentence_level_generated	sentence_ID	sentence_text
owner|NOUN	A1	B1	EN_57	The owner of the restaurant greeted us at the door.
owner|NOUN	A1	B2	EN_58	The owner of the shop helped me find what I needed.
owner|NOUN	A1	C1	EN_59	The new owner of the company implemented several progressive policies.
smoke|NOUN	A1	A1	EN_60	I see smoke from the fire.
smoke|NOUN	A1	A2	EN_61	I see smoke coming from the chimney.
smoke|NOUN	A1	B1	EN_62	There was a lot of smoke from the fire.
smoke|NOUN	A1	B2	EN_63	I could smell the smoke from the fireplace.
smoke|NOUN	A1	C1	EN_64	The smell of smoke lingered in her clothes long after the bonfire.
history|NOUN	A1	A1	EN_65	I like history class.
history|NOUN	A1	A2	EN_66	We learn about history at school.
history|NOUN	A1	B1	EN_67	I like to read books about history.
history|NOUN	A1	B2	EN_68	She loves to read books about ancient history.
history|NOUN	A1	C1	EN_69	The country's turbulent political history has shaped its current social landscape.
bathroom|NOUN	A1	A1	EN_70	The bathroom is clean.
bathroom|NOUN	A1	A2	EN_71	The bathroom is small.
bathroom|NOUN	A1	B1-B2	EN_72-EN_73	She went to the bathroom to wash her hands.
bathroom|NOUN	A1	C1	EN_74	They decided to renovate the outdated bathroom, opting for a modern, minimalist design.
plant|NOUN	A1	A1	EN_75	I have a small plant.
plant|NOUN	A1	A2	EN_76	I water the plant every day.
plant|NOUN	A1	B1	EN_77	I bought a new plant for my living room.
plant|NOUN	A1	B2	EN_78	She bought a new plant for her kitchen.
plant|NOUN	A1	C1	EN_79	The new car manufacturing plant is expected to boost the local economy.
novel|NOUN	A1	A2	EN_81	My favorite novel is about a detective.
novel|NOUN	A1	B1	EN_82	She is reading a new novel by her favorite author.
novel|NOUN	A1	B2	EN_83	She finished reading a fascinating novel last night.
novel|NOUN	A1	C1	EN_84	Her latest novel delves deep into the psychological complexities of its protagonist.
chocolate|NOUN	A1	A1-A2	EN_85-EN_86	I like chocolate.
chocolate|NOUN	A1	B1	EN_87	I like to eat chocolate after dinner.
chocolate|NOUN	A1	B2	EN_88	Many people enjoy a piece of chocolate after dinner.
chocolate|NOUN	A1	C1	EN_89	The rich aroma of dark chocolate filled the air, inviting everyone to indulge.
café|NOUN	A1	A1	EN_90	We go to the café.
café|NOUN	A1	A2	EN_91	I go to the café for coffee.
café|NOUN	A1	B1	EN_92	Let's meet at the new café near the park.
café|NOUN	A1	B2	EN_93	We met at the new café downtown for coffee.
café|NOUN	A1	C1	EN_94	She found solace in the quiet hum of the old-fashioned café, where she often went to read.
boyfriend|NOUN	A1	A1	EN_95	She has a boyfriend.
boyfriend|NOUN	A1	A2	EN_96	She has a new boyfriend.
boyfriend|NOUN	A1	B1	EN_97	She went to the cinema with her boyfriend.
boyfriend|NOUN	A1	B2	EN_98	She introduced her new boyfriend to her parents last night.
boyfriend|NOUN	A1	C1	EN_99	She brought her boyfriend to the company picnic last weekend.
know|VERB	A1	A1	EN_100	I know your name.
know|VERB	A1	A2	EN_101	I know his name.
know|VERB	A1	B1	EN_102	I know the answer.
know|VERB	A1	B2	EN_103	I know the answer to this question.
know|VERB	A1	C1	EN_104	The manager hoped his team would know how to adapt to the unexpected changes.
find|VERB	A1	A1	EN_105	I can find my book.
find|VERB	A1	A2	EN_106	I can't find my keys.
find|VERB	A1	B1	EN_107	I need to find my phone.
find|VERB	A1	B2	EN_108	She hopes to find a good job after graduation.
find|VERB	A1	C1	EN_109	It's often challenging to find common ground when negotiating with opposing factions.
give|VERB	A1	A1	EN_110	I give you a present.
give|VERB	A1	A2	EN_111	Please give me the book.Too Difficult
give|VERB	A1	B1	EN_112	Please give me the book.
give|VERB	A1	B2	EN_113	Please give me a call when you arrive.
give|VERB	A1	C1	EN_114	The board will give careful consideration to the new proposal before making a final decision.
feel|VERB	A1	A1	EN_115	I feel happy.
feel|VERB	A1	A2	EN_116	I feel happy today.
feel|VERB	A1	B1	EN_117	She feels tired after work.
feel|VERB	A1	B2	EN_118	I feel like going to the cinema tonight.
feel|VERB	A1	C1	EN_119	Despite the challenges, he continued to feel optimistic about the project's success.
let|VERB	A1	A1	EN_120	Let's go to the park.
let|VERB	A1	A2	EN_121	Let me help you.
let|VERB	A1	B1	EN_122	She let her dog play in the park.
let|VERB	A1	B2	EN_123	She let her children play outside for an hour.
let|VERB	A1	C1	EN_124	They decided to let bygones be bygones and focus on their future together.
read|VERB	A1	A1	EN_125	I read a book.
read|VERB	A1	A2	EN_126	I like to read books.
read|VERB	A1	B1	EN_127	I like to read books before I go to sleep.
read|VERB	A1	B2	EN_128	I often read books before I go to sleep.
read|VERB	A1	C1	EN_129	Having read extensively on the subject, he felt confident challenging the professor's assertion.
cry|VERB	A1	A1	EN_130	The baby cries.
cry|VERB	A1	A2	EN_131	The baby will cry if it is hungry.
cry|VERB	A1	B1	EN_132	She started to cry when the movie ended.
cry|VERB	A1	B2	EN_133	She started to cry when she heard the sad news.
cry|VERB	A1	C1	EN_134	She found herself unable to cry, despite the overwhelming sadness she felt.
listen|VERB	A1	A1	EN_135	I listen to music.
listen|VERB	A1	A2	EN_136	I like to listen to music.
listen|VERB	A1	B1	EN_137	Please listen to what I am saying.
listen|VERB	A1	B2	EN_138	Please listen carefully to the instructions.
listen|VERB	A1	C1	EN_139	She had to listen carefully to the intricate details of the presentation.
answer|VERB	A1	A1-A2	EN_140-EN_141	Please answer the question.
answer|VERB	A1	B1	EN_142	He couldn't answer all the questions on the test.
answer|VERB	A1	B2	EN_143	She didn't answer his email until the next day.
answer|VERB	A1	C1	EN_144	She decided to answer all the difficult questions with complete honesty, even if it meant admitting some mistakes.
learn|VERB	A1	A1	EN_145	I learn English.
learn|VERB	A1	A2	EN_146	I want to learn English.
learn|VERB	A1	B1	EN_147	They learn new words in class every day.
learn|VERB	A1	B2	EN_148	It's important to learn from our mistakes.
learn|VERB	A1	C1	EN_149	One must learn to discern reliable sources from misinformation in the digital age.
drink|VERB	A1	A1	EN_150	I drink water.
drink|VERB	A1	A2	EN_151	I drink a lot of water every day.
drink|VERB	A1	B1	EN_152	I drink water every day.
drink|VERB	A1	B2	EN_153	She decided to drink less coffee every morning.
drink|VERB	A1	C1	EN_154	He found himself trying to drink in every detail of the elaborate fresco.
enjoy|VERB	A1	A1	EN_155	I enjoy pizza.
enjoy|VERB	A1	A2	EN_156	I enjoy eating pizza.
enjoy|VERB	A1	B1	EN_157	I enjoy reading books in my free time.
enjoy|VERB	A1	B2	EN_158	I enjoy spending time with my friends on the weekend.
enjoy|VERB	A1	C1	EN_159	They thoroughly enjoyed the captivating performance at the theater.
travel|VERB	A1	A1	EN_160	I travel by bus.
travel|VERB	A1	A2	EN_161	I like to travel to new places.
travel|VERB	A1	B1	EN_162	I like to travel to new countries.
travel|VERB	A1	B2	EN_163	We plan to travel to Italy next summer.
travel|VERB	A1	C1	EN_164	Many young professionals now travel extensively for career advancement and personal growth.
reach|VERB	A1	A1	EN_165	I can reach the book.
reach|VERB	A1	A2	EN_166	We will reach the park in ten minutes.
reach|VERB	A1	B1	EN_167	I hope we reach the hotel before it gets dark.
reach|VERB	A1	B2	EN_168	They will reach the station in ten minutes.
reach|VERB	A1	C1	EN_169	The negotiators worked late into the night hoping to reach a viable compromise.
offer|VERB	A1	A1	EN_170	I offer you a drink.
offer|VERB	A1	A2	EN_171	I can offer you some tea.
offer|VERB	A1	B1	EN_172	They will offer us a good price for the car.
offer|VERB	A1	B2	EN_173	They offered her a good price for the old car.
offer|VERB	A1	C1	EN_174	The organization continues to offer invaluable support to those affected by the crisis.
include|VERB	A1	A1-A2-B1	EN_175-EN_176-EN_177	The price includes breakfast.
include|VERB	A1	B2	EN_178	The price does not include breakfast.
include|VERB	A1	C1	EN_179	The new policy will include several measures to support small businesses.
fill|VERB	A1	A1	EN_180	Please fill the cup.
fill|VERB	A1	A2	EN_181	Please fill the glass with water.
fill|VERB	A1	B1	EN_182	Please fill the form before you leave.
fill|VERB	A1	B2	EN_183	The new paintings helped fill the empty wall space.
fill|VERB	A1	C1	EN_184	The company decided to fill the newly created executive position internally.
add|VERB	A1	A1	EN_185	Please add water.
add|VERB	A1	A2	EN_186	Please add sugar to my coffee.
add|VERB	A1	B1	EN_187	Please add some sugar to my tea.
add|VERB	A1	B2	EN_188	You should add more details to your report.
add|VERB	A1	C1	EN_189	The latest data adds a new dimension to our understanding of the problem.
protect|VERB	A1	A1	EN_190	My dog protects my house.
protect|VERB	A1	A2	EN_191	A helmet can protect your head.
protect|VERB	A1	B1	EN_192	Wear a helmet to protect your head.
protect|VERB	A1	B2	EN_193	It's important to protect your skin from the sun's harmful rays.
protect|VERB	A1	C1	EN_194	The new legislation aims to protect vulnerable species from extinction.
describe|VERB	A1	A2	EN_196	Can you describe your house?
describe|VERB	A1	B1	EN_197	Can you describe the person you saw at the park?
describe|VERB	A1	B2	EN_198	Can you describe the book you are reading?
describe|VERB	A1	C1	EN_199	She tried to describe the intricate design of the ancient artifact.
sense|NOUN	A2	A1	EN_200	Dogs have a good sense of smell.
sense|NOUN	A2	A2	EN_201	That makes no sense.
sense|NOUN	A2	B1	EN_202	That idea makes no sense.
sense|NOUN	A2	B2	EN_203	It makes good sense to save money for the future.
sense|NOUN	A2	C1	EN_204	The team's success instilled a strong sense of purpose among its members.
need|NOUN	A2	A1	EN_205	Water is a basic need.
need|NOUN	A2	A2	EN_206	There is no need to worry.
need|NOUN	A2	B1	EN_207	My biggest need right now is a good cup of coffee.
need|NOUN	A2	B2	EN_208	There is a great need for more affordable housing in the city.
need|NOUN	A2	C1	EN_209	The city has a pressing need for better public transportation.
fall|NOUN	A2	A1	EN_210	I like the fall.
fall|NOUN	A2	A2	EN_211	She had a small fall on the ice.
fall|NOUN	A2	B1	EN_212	He took a fall and hurt his leg.
fall|NOUN	A2	B2	EN_213	The leaves turn beautiful colors in the fall.
fall|NOUN	A2	C1	EN_214	We always enjoy the vibrant colors of the leaves in the fall.
contact|NOUN	A2	A2	EN_216	I need your contact number.
contact|NOUN	A2	B1	EN_217	Please leave your contact information.
contact|NOUN	A2	B2	EN_218	We lost contact after she moved away.
contact|NOUN	A2	C1	EN_219	He has many useful contacts in the industry.
van|NOUN	A2	A1	EN_220	The van is red.
van|NOUN	A2	A2	EN_221	The blue van is big.
van|NOUN	A2	B1	EN_222	My friend bought a new van.
van|NOUN	A2	B2	EN_223	The delivery van arrived early this morning with our packages.
van|NOUN	A2	C1	EN_224	The delivery van arrived late due to heavy traffic.
fight|NOUN	A2	A1	EN_225	They had a fight.
fight|NOUN	A2	A2	EN_226	There was a fight in the park.
fight|NOUN	A2	B1	EN_227	The children had a small fight over the toy.
fight|NOUN	A2	B2	EN_228	There was a big fight at the football game.
fight|NOUN	A2	C1	EN_229	The environmental group is leading a fight against pollution.
journalist|NOUN	A2	A1	EN_230	My brother is a journalist.
journalist|NOUN	A2	A2	EN_231	My friend is a journalist for a newspaper.
journalist|NOUN	A2	B1	EN_232	My friend wants to be a journalist.
journalist|NOUN	A2	B2	EN_233	The journalist wrote an article about the new park.
journalist|NOUN	A2	C1	EN_234	The skilled journalist uncovered new details about the local scandal.
torch|NOUN	A2	A1	EN_235	We use a torch to see in the dark.
torch|NOUN	A2	A2	EN_236	We need a torch to see in the dark.
torch|NOUN	A2	B1	EN_237	She used a torch to find her way in the dark.
torch|NOUN	A2	B2	EN_238	She turned on her torch to see the path.
torch|NOUN	A2	C1	EN_239	We used a powerful torch to navigate the dark cave.
capital|NOUN	A2	A1	EN_240	Paris is the capital of France.
capital|NOUN	A2	A2-B1	EN_241-EN_242	London is the capital of England.
capital|NOUN	A2	B2	EN_243	The company raised enough capital to start its new project.
capital|NOUN	A2	C1	EN_244	The firm struggled to raise sufficient capital for its ambitious new project.
request|NOUN	A2	A2	EN_246	His request was for a glass of water.
request|NOUN	A2	B1	EN_247	The student made a request to leave early.
request|NOUN	A2	B2	EN_248	Her request for more information was sent to the department.
request|NOUN	A2	C1	EN_249	Her urgent request for more information was immediately addressed by the department.
balance|NOUN	A2	A1	EN_250	I lost my balance and fell.
balance|NOUN	A2	A2	EN_251	The gymnast has good balance.
balance|NOUN	A2	B1	EN_252	It's important to find a good balance between work and play.
balance|NOUN	A2	B2	EN_253	It's important to find a good balance between work and rest.
balance|NOUN	A2	C1	EN_254	Achieving a healthy work-life balance is crucial for overall well-being.
master|NOUN	A2	A1-A2	EN_255-EN_256	The dog loves its master.
master|NOUN	A2	B1	EN_257	He is a master of the piano.
master|NOUN	A2	B2	EN_258	He is a master of the guitar.
master|NOUN	A2	C1	EN_259	The chef was a true master of French cuisine.
outside|NOUN	A2	A1-A2	EN_260-EN_261	The outside of the house is white.
outside|NOUN	A2	B1	EN_262	The outside of the building looks very modern.
outside|NOUN	A2	B2	EN_263	The outside of the building was covered in ivy.
outside|NOUN	A2	C1	EN_264	He preferred the outside to the stuffy atmosphere within.
robber|NOUN	A2	A1	EN_265	A robber took money.
robber|NOUN	A2	A2	EN_266	The robber ran away with the money.
robber|NOUN	A2	B1	EN_267	The police caught the robber after the bank robbery.
robber|NOUN	A2	B2	EN_268	The police caught the robber near the bank.
robber|NOUN	A2	C1	EN_269	The police caught the robber as he tried to escape.
exit|NOUN	A2	A1	EN_270	Where is the exit?
exit|NOUN	A2	A2	EN_271	The exit is on the left.
exit|NOUN	A2	B1	EN_272	Please use the exit on the right.
exit|NOUN	A2	B2	EN_273	Please use the emergency exit if there is a fire.
exit|NOUN	A2	C1	EN_274	The emergency exit was clearly marked with a glowing sign.
column|NOUN	A2	A2	EN_276	The old building has many tall columns.
column|NOUN	A2	B1	EN_277	Please read the first column of the newspaper.
column|NOUN	A2	B2-C1	EN_278-EN_279	She writes a weekly column for the local newspaper.
make-up|NOUN	A2	A1	EN_280	She likes to wear make-up.
make-up|NOUN	A2	A2	EN_281	She wears make-up for the party.
make-up|NOUN	A2	B1	EN_282	She put on some make-up before the party.
make-up|NOUN	A2	B2	EN_283	She bought some new make-up for the special event.
make-up|NOUN	A2	C1	EN_284	She decided to wear minimal make-up for her casual evening out.
tray|NOUN	A2	A1	EN_285	Put the cups on the tray.
tray|NOUN	A2	A2	EN_286	She put the empty cups on the tray.
tray|NOUN	A2	B1	EN_287	She put the dirty dishes on the tray.
tray|NOUN	A2	B2	EN_288	She put the empty glasses on the tray.
tray|NOUN	A2	C1	EN_289	The waiter carefully balanced the tray of drinks as he navigated through the crowded restaurant.
decoration|NOUN	A2	A1	EN_290	This is a nice decoration.
decoration|NOUN	A2	A2	EN_291	The Christmas tree has many beautiful decorations.
decoration|NOUN	A2	B1	EN_292	The Christmas decoration on the tree looked pretty.
decoration|NOUN	A2	B2	EN_293	The red ribbon was a simple decoration for the gift.
decoration|NOUN	A2	C1	EN_294	The minimalist decoration of their new office created a calm atmosphere.
flu|NOUN	A2	A1	EN_295	I have the flu.
flu|NOUN	A2	A2	EN_296	I have the flu and need to rest.
flu|NOUN	A2	B1	EN_297	I had the flu last week and stayed home from work.
flu|NOUN	A2	B2	EN_298	I couldn't go to school because I caught the flu.
flu|NOUN	A2	C1	EN_299	The annual flu season always brings a wave of new infections to the community.
create|VERB	A2	A2	EN_301	She likes to create art.
create|VERB	A2	B1	EN_302	She wants to create a new design for the company.
create|VERB	A2	B2	EN_303	We need to create a plan for the weekend trip.
create|VERB	A2	C1	EN_304	The company aims to create new opportunities for its employees.
realize|VERB	A2	A2	EN_306	I realize it is late.
realize|VERB	A2	B1	EN_307	I realized I was late for the meeting.
realize|VERB	A2	B2	EN_308	She realized that she had left her keys at home.
realize|VERB	A2	C1	EN_309	After a long discussion, they finally realized the full implications of their decision.
promise|VERB	A2	A1	EN_310	I promise to be on time.
promise|VERB	A2	A2	EN_311	I promise to help you.
promise|VERB	A2	B1	EN_312	I promise to call you when I arrive.
promise|VERB	A2	B2	EN_313	I promise to call you tomorrow.
promise|VERB	A2	C1	EN_314	The board promised to address the shareholders' concerns at the next meeting.
mind|VERB	A2	A1-A2	EN_315-EN_316	I don't mind the rain.
mind|VERB	A2	B1	EN_317	Do you mind if I open the window?
mind|VERB	A2	B2	EN_318	Do you mind if I close the window?
mind|VERB	A2	C1	EN_319	You should mind the company's policies regarding data privacy.
place|VERB	A2	A1	EN_320	Please place your books on the desk.
place|VERB	A2	A2	EN_321	Please place the book on the shelf.
place|VERB	A2	B1	EN_322	Please place your keys on the shelf.
place|VERB	A2	B2	EN_323	Please place your dirty dishes in the sink.
place|VERB	A2	C1	EN_324	The manager decided to place the new intern under the supervision of the senior engineer.
trust|VERB	A2	A1	EN_325	I trust you.
trust|VERB	A2	A2	EN_326	I trust my friend.
trust|VERB	A2	B1	EN_327	I trust my friends to tell me the truth.
trust|VERB	A2	B2	EN_328	I trust my friend to keep my secret.
trust|VERB	A2	C1	EN_329	The committee decided to trust the expert's assessment of the complex situation.
name|VERB	A2	A1	EN_330	Can you name three colors?
name|VERB	A2	A2	EN_331	We will name our new dog Max.
name|VERB	A2	B1	EN_332	They decided to name their new pet Max.
name|VERB	A2	B2	EN_333	They decided to name the new park 'Riverside'.
name|VERB	A2	C1	EN_334	The committee decided to name her as the lead investigator.
approach|VERB	A2	A1	EN_335	The dog approached the girl.
approach|VERB	A2	A2	EN_336	The cat approached the door.
approach|VERB	A2	B1	EN_337	The car slowly approached the traffic light.
approach|VERB	A2	B2	EN_338	The train slowly approached the station.
approach|VERB	A2	C1	EN_339	The team decided to approach the complex problem with a new strategy.
admire|VERB	A2	A1	EN_340	I admire my teacher.
admire|VERB	A2	A2	EN_341	I admire my father.
admire|VERB	A2	B1	EN_342	I admire her ability to speak three languages.
admire|VERB	A2	B2	EN_343	I really admire her dedication to her work.
admire|VERB	A2	C1	EN_344	I truly admire her dedication to her work and how she always strives for excellence.
fit|VERB	A2	A1	EN_345	The shirt fits me well.
fit|VERB	A2	A2	EN_346	This shirt does not fit me well.
fit|VERB	A2	B1	EN_347	These shoes don't fit me very well.
fit|VERB	A2	B2	EN_348	This shirt doesn't fit me anymore.
fit|VERB	A2	C1	EN_349	Her ambitious goals didn't quite fit with the company's conservative culture.
sink|VERB	A2	A1-A2	EN_350-EN_351	The boat can sink.
sink|VERB	A2	B1	EN_352	The old boat started to sink in the rough water.
sink|VERB	A2	B2	EN_353	The heavy rock will sink to the bottom of the lake.
sink|VERB	A2	C1	EN_354	The company decided to sink a large sum into developing new AI technology.
struggle|VERB	A2	A2	EN_356	I struggle to understand this.
struggle|VERB	A2	B1	EN_357	She often struggles with math problems.
struggle|VERB	A2	B2	EN_358	She sometimes struggles to understand complex instructions.
struggle|VERB	A2	C1	EN_359	The team continues to struggle with finding a viable solution to the complex problem.
punish|VERB	A2	A1	EN_360	The teacher will punish the student.
punish|VERB	A2	A2	EN_361	The parents will punish the child if he is naughty.
punish|VERB	A2	B1	EN_362	The school decided to punish the student for cheating on the exam.
punish|VERB	A2	B2	EN_363	The school decided to punish him for his actions.
punish|VERB	A2	C1	EN_364	The court decided to punish the criminal with a heavy fine.
train|VERB	A2	A1	EN_365	I train my dog.
train|VERB	A2	A2	EN_366	She will train for the race next month.
train|VERB	A2	B1	EN_367	She needs to train for her new job.
train|VERB	A2	B2	EN_368	She needs to train hard for the marathon next month.
train|VERB	A2	C1	EN_369	The company will train new employees on the updated software next month.
determine|VERB	A2	B1	EN_372	We need to determine the cause of the problem.
determine|VERB	A2	B2	EN_373	We need to determine the best time for our next meeting.
determine|VERB	A2	C1	EN_374	The scientists tried to determine the cause of the strange phenomenon.
cycle|VERB	A2	A1	EN_375	I cycle to school.
cycle|VERB	A2	A2	EN_376	I often cycle to work.
cycle|VERB	A2	B1	EN_377	I like to cycle in the park on weekends.
cycle|VERB	A2	B2	EN_378	She likes to cycle along the river on weekends.
cycle|VERB	A2	C1	EN_379	The project team decided to cycle through the feedback revisions twice before the final submission.
hug|VERB	A2	A1	EN_380	I hug my mom.
hug|VERB	A2	A2-B1	EN_381-EN_382	She likes to hug her cat.
hug|VERB	A2	B2	EN_383	She decided to hug her friend goodbye.
hug|VERB	A2	C1	EN_384	She knew the best way to comfort him was to simply hug him tightly.
mix|VERB	A2	A1	EN_385	I mix the colors.
mix|VERB	A2	A2	EN_386	Please mix the sugar with the milk.
mix|VERB	A2	B1	EN_387	Please mix the sugar and water together.
mix|VERB	A2	B2	EN_388	Please mix the ingredients for the cake.
mix|VERB	A2	C1	EN_389	His unique style effectively manages to mix traditional techniques with modern aesthetics.
operate|VERB	A2	A2	EN_391	The new coffee machine is easy to operate.
operate|VERB	A2	B1	EN_392	The store will operate from nine in the morning until five in the evening.
operate|VERB	A2	B2	EN_393	The company operates in many countries.
operate|VERB	A2	C1	EN_394	The new system will operate much more efficiently than the old one.
store|VERB	A2	A1	EN_395	I store my toys in a box.
store|VERB	A2	A2	EN_396	They store the food in the fridge.
store|VERB	A2	B1	EN_397	We store extra food in the pantry.
store|VERB	A2	B2	EN_398	We store our winter clothes in the attic.
store|VERB	A2	C1	EN_399	The company decided to store its confidential information on secure, encrypted servers.
complaint|NOUN	B1	A1	EN_400	I have a complaint.
complaint|NOUN	B1	A2	EN_401	I have a complaint about the coffee.
complaint|NOUN	B1	B1	EN_402	I have a complaint about the service.
complaint|NOUN	B1	B2	EN_403	The customer filed a formal complaint about the slow service.
complaint|NOUN	B1	C1	EN_404	The manager quickly resolved the customer's complaint.
laughter|NOUN	B1	A1	EN_405	Her laughter is loud.
laughter|NOUN	B1	A2	EN_406	Her laughter made everyone happy.
laughter|NOUN	B1	B1-B2	EN_407-EN_408	Her laughter filled the room with joy.
laughter|NOUN	B1	C1	EN_409	Her unexpected laughter broke the tension in the room.
tourism|NOUN	B1	A2	EN_411	Many people visit this city for tourism.
tourism|NOUN	B1	B1	EN_412	Tourism is very important for many coastal towns.
tourism|NOUN	B1	B2	EN_413	The city's economy relies heavily on tourism.
tourism|NOUN	B1	C1	EN_414	The government is investing heavily in sustainable tourism initiatives to protect natural resources.
failure|NOUN	B1	A2	EN_416	The project was a failure.
failure|NOUN	B1	B1	EN_417	His failure to prepare for the test was disappointing.
failure|NOUN	B1	B2	EN_418	His failure to study led to a poor test result.
failure|NOUN	B1	C1	EN_419	His initial failure to secure funding didn't deter him from pursuing his entrepreneurial dream.
catalogue|NOUN	B1	B1	EN_422	I looked through the catalogue to find a new sofa.
catalogue|NOUN	B1	B2	EN_423	I looked through the furniture catalogue to find a new chair.
catalogue|NOUN	B1	C1	EN_424	The university published a new catalogue of all its available courses for the next academic year.
recipe|NOUN	B1	A1	EN_425	I have a recipe for cake.
recipe|NOUN	B1	A2	EN_426	I need a recipe for apple pie.
recipe|NOUN	B1	B1	EN_427	I want to try a new recipe for dinner tonight.
recipe|NOUN	B1	B2	EN_428	I found a delicious recipe for pasta online.
recipe|NOUN	B1	C1	EN_429	Finding the right recipe for success in a competitive market requires innovation.
bin|NOUN	B1	A1-A2	EN_430-EN_431	Put the paper in the bin.
bin|NOUN	B1	B1-B2	EN_432-EN_433	Please put the empty bottle in the recycling bin.
bin|NOUN	B1	C1	EN_434	She sorted through the items in the recycling bin, separating paper from plastic.
burglar|NOUN	B1	A2	EN_436	The police caught the burglar.
burglar|NOUN	B1	B1	EN_437	The police caught the burglar after he left the house.
burglar|NOUN	B1	B2	EN_438	The police are still searching for the burglar who broke into the shop last night.
burglar|NOUN	B1	C1	EN_439	The police arrested the burglar who had broken into the store last night.
defence|NOUN	B1	A2	EN_441	He played in defence for his team.
defence|NOUN	B1	B1	EN_442	The team's defence was strong in the final minutes.
defence|NOUN	B1	B2	EN_443	She spoke in his defence when he was accused of making a mistake.
defence|NOUN	B1	C1	EN_444	The lawyer presented a strong defence for her client.
applicant|NOUN	B1	A2	EN_446	The applicant filled out the form.
applicant|NOUN	B1	B1	EN_447	We interviewed three applicants today.
applicant|NOUN	B1	B2	EN_448	The job applicant sent her resume yesterday.
applicant|NOUN	B1	C1	EN_449	The successful applicant will be notified by email next week.
junk|NOUN	B1	A1	EN_450	I eat junk food.
junk|NOUN	B1	A2	EN_451	My room is full of junk.
junk|NOUN	B1	B1	EN_452	There's a lot of old junk in the garage that we should throw away.
junk|NOUN	B1	B2	EN_453	My garage is full of old junk that I need to sort through.
